Date Posted,Source,Headline,Preview,Link,PTR Headline Sentiment,Flair Headline Outlook,Flair Headline Score,PTR Preview Sentiment,Flair Preview Outlook,Flair Preview Score
11/21/2024,The New York Times,Hennessy Workers Strike Over Plans to Bottle Cognac in China,https://www.nytimes.com/2024/11/20/business/china-france-hennessy-lvmh-strike.html,The walkout in France is the latest development in a simmering trade war between Europe and China.,0.512,NEGATIVE,0.988,0.538,NEGATIVE,0.972
11/16/2024,BBC,China megaport paves way into Latin America as wary US looks on,https://www.bbc.com/news/articles/ckg79y3rz1eo,A new China-backed megaport in Peru may create whole new trade routes that will bypass North America entirely.,0.534,NEGATIVE,0.711,0.519,POSITIVE,0.656
11/21/2024,The Register,Chinese ship casts shadow over Baltic subsea cable snipfest,https://www.theregister.com/2024/11/21/chinese_ship_baltic_cable/,The Danish military has confirmed it is tracking a Chinese ship that is under investigation after two optical fiber internet cables under...,0.503,NEGATIVE,0.979,0.509,NEGATIVE,0.839
11/21/2024,Reuters,China willing to maintain communication on submarine infrastructure security,https://www.reuters.com/world/china-willing-maintain-communication-submarine-infrastructure-security-2024-11-21/,China is willing to maintain communication with relevant parties and to jointly safeguard the security of international submarine...,0.526,POSITIVE,0.718,0.529,POSITIVE,0.58
11/20/2024,The Guardian,"Trump tariffs are coming, but some Chinese companies may already know how to avoid them",https://www.theguardian.com/world/2024/nov/20/donald-trump-tariffs-plan-china-imports-companies-impact-ntwnfb,"Some experts liken tariffs to a game of whack-a-mole, with trade flows simply rerouted if the potential rewards are big enough.",0.533,NEGATIVE,0.999,0.529,NEGATIVE,0.921
11/21/2024,Bloomberg.com,Starbucks Is Said to Consider Selling Stake in Chinese Business,https://www.bloomberg.com/news/articles/2024-11-21/starbucks-is-said-to-consider-selling-stake-in-chinese-business,"Starbucks Corp. is exploring options for its Chinese operations including the possibility of selling a stake in the business, according to...",0.665,NEGATIVE,0.998,0.599,NEGATIVE,0.974
11/21/2024,Global Times,China offers the world a ‘solution’ through nuclear technology applications,https://www.globaltimes.cn/page/202411/1323565.shtml,"Nuclear technology is widely recognized as a high-tech industry in contemporary society, characterized by high technology, high efficiency,...",0.561,POSITIVE,0.987,0.501,POSITIVE,0.886
11/19/2024,BBC,Trump and Xi Jinping’s ‘loving’ relationship has soured - can they rebuild it?,https://www.bbc.com/news/articles/cdxvdqg8214o,What their dynamic means for the future of US-China relations.,0.504,NEGATIVE,0.998,0.519,POSITIVE,0.954
11/19/2024,Al Jazeera,"‘Many’ children injured in car crash at school in China, reports say",https://www.aljazeera.com/news/2024/11/19/many-children-injured-in-car-crash-at-school-in-china-reports-say,Videos circulating on Chinese social media show screaming children and people lying injured on the ground.,0.504,NEGATIVE,0.988,0.512,NEGATIVE,0.997
11/21/2024,Dezeen,Dezeen Awards China 2024 Designers of the Year shortlist revealed,https://www.dezeen.com/2024/11/21/dezeen-awards-china-2024-designers-of-the-year/,"Dezeen has announced the Design of the Year shortlist for this year's Dezeen Awards China, which includes Line+ Studio, Min Chen and Say...",0.601,NEGATIVE,0.891,0.583,POSITIVE,0.964
11/17/2024,BBC,China's Xi Jinping says he is ready to work with Trump in last meeting with Joe Biden,https://www.bbc.com/news/articles/cx2l4dn802lo,The incoming Trump administration loomed over Chinese President Jinping Xi's final meeting with outgoing US president Joe Biden.,0.532,NEGATIVE,0.688,0.519,POSITIVE,0.917
11/21/2024,WIRED,China’s Surveillance State Is Selling Citizen Data as a Side Hustle,https://www.wired.com/story/chineses-surveillance-state-is-selling-citizens-data-as-a-side-hustle/,"Chinese black market operators are openly recruiting government agency insiders, paying them for access to surveillance data and then...",0.515,NEGATIVE,0.994,0.514,NEGATIVE,0.991
11/19/2024,chinadialogue,Will China assume more responsibility for global climate finance?,https://dialogue.earth/en/climate/will-china-assume-more-responsibility-for-global-climate-finance/,"As the New Collective Quantified Goal on climate finance approaches at COP29, China's stance is drawing significant attention.",0.534,NEGATIVE,0.986,0.518,NEGATIVE,0.783
11/20/2024,CSIS | Center for Strategic and International Studies,China’s Mature Semiconductor Overcapacity: Does It Exist and Does It Matter?,https://www.csis.org/analysis/chinas-mature-semiconductor-overcapacity-does-it-exist-and-does-it-matter,Instead of debating China's foundational chip overcapacity—a complex question with no expert consensus—U.S. and allied policymakers should...,0.505,NEGATIVE,0.999,0.507,NEGATIVE,0.935
11/18/2024,The Guardian,China’s ‘mind-blowingly’ cheap shopping app Temu hits roadblocks in south-east Asia,https://www.theguardian.com/technology/2024/nov/18/temu-shopping-app-china-indonesia-vietnam-takedown,"Known for its deep discounts and viral marketing, the online marketplace has fallen afoul of regulators for threatening the livelihoods of...",0.515,POSITIVE,0.912,0.535,NEGATIVE,0.999
11/20/2024,Financial Times,Joe Biden loses to Xi Jinping in battle for Latin America,https://www.ft.com/content/b9cfdae3-c276-4184-adbb-707c5e460fa7,Two recent photographs tell the story of the battle for primacy between the US and China in one of the world's most resource-rich regions.,0.512,NEGATIVE,0.946,0.507,POSITIVE,0.929
11/21/2024,Al Jazeera,Lula and Xi sign dozens of trade deals as Brazil-China ties deepen,https://www.aljazeera.com/news/2024/11/20/lula-and-xi-sign-dozens-of-trade-deals-as-brazil-china-ties-deepen,"Presidents of China and Brazil hail 'new phase' in relations between two countries, which are major trading partners.",0.514,POSITIVE,0.769,0.518,NEGATIVE,0.904
11/17/2024,Financial Times,China’s smartphone makers head upmarket in European push,https://www.ft.com/content/a982abf2-9564-4a8c-b8df-9e614ecd2151,"Chinese smartphone manufacturers are intensifying efforts to gain a stronger foothold in Europe and sell higher-margin premium devices,...",0.519,POSITIVE,0.871,0.507,POSITIVE,0.906
11/21/2024,Global Times,"China ranks 2nd in global internet development, building edge in AI-innovation potential and market applications: blue book",https://www.globaltimes.cn/page/202411/1323519.shtml,"China ranks the second in the world on the Global Internet Development Index, said the Blue book for the World Internet Conference released...",0.56,POSITIVE,0.989,0.501,POSITIVE,0.869
11/21/2024,NDTV,Trans Woman In China Wins Record Compensation After Forced Electroshock Treatment,https://www.ndtv.com/world-news/trans-woman-in-china-wins-record-compensation-after-forced-electroshock-treatment-7073783,Linger endured 97 days of hospitalisation and was subjected to seven sessions of electroshock therapy during her stay.,0.514,NEGATIVE,0.995,0.524,POSITIVE,0.501
11/21/2024,Reuters,China finds $83 billion worth of gold reserves in Hunan,https://www.reuters.com/markets/commodities/china-finds-83-billion-worth-gold-reserves-hunan-2024-11-21/,"China has found gold reserves worth 600 billion yuan ($82.9 billion) in central Hunan province, state outlet Xinhua news said on Thursday.",0.532,NEGATIVE,0.888,0.531,POSITIVE,0.839
11/21/2024,WWD,Luxury Home Brands Bank on Resilience of Chinese Elite,https://wwd.com/home-design/furniture/luxury-home-brands-bank-on-the-resilience-of-chinas-elite-1236726114/,"MILAN — China's economy slowed in the third quarter, its property market is still in a fragile state and consumer confidence hasn't quite...",0.516,POSITIVE,0.984,0.517,POSITIVE,0.714
11/20/2024,Nature,Half of the top 20 science cities are now in China — and regional city growth is the key,https://www.nature.com/articles/d41586-024-03521-z,The country's research progress means its cities might lead in all Nature Index subjects within a decade.,0.535,POSITIVE,0.992,0.507,POSITIVE,0.994
11/21/2024,Reuters,"Bracing for Trump tariffs, China's Xi makes diplomatic push at global summits",https://www.reuters.com/world/asia-pacific/bracing-trump-tariffs-chinas-xi-makes-diplomatic-push-global-summits-2024-11-21/,"In his first global meetings since Donald Trump was reelected to lead the U.S., Chinese President Xi Jinping went on a diplomatic offensive,...",0.524,POSITIVE,0.952,0.523,NEGATIVE,0.836
11/20/2024,The Architects’ Journal,Chipperfield’s China embassy plans raised at Starmer-Xi Jinping meeting,https://www.architectsjournal.co.uk/news/chipperfields-china-embassy-plans-raised-at-starmer-xi-jinping-meeting,David Chipperfield Architects' contentious plans for a new London Chinese embassy came up this week during Keir Starmer's first meeting with...,0.522,NEGATIVE,0.568,0.525,NEGATIVE,0.511
11/16/2024,BBC,Eight dead after stabbing at Wuxi school in eastern China,https://www.bbc.com/news/articles/cd6vz299qvgo,Eight people have died and 17 others have been injured following a stabbing incident outside a school in eastern China. A 21-year-old man...,0.519,NEGATIVE,1.0,0.519,POSITIVE,0.917
11/21/2024,Reuters,"HEDGEFLOW US hedge funds pile into China's JD.com, GDS: Goldman",https://www.reuters.com/business/finance/hedgeflow-us-hedge-funds-pile-into-chinas-jdcom-gds-goldman-2024-11-21/,"U.S. hedge funds raised their investments in U.S.-listed Chinese firms in the third quarter, with e-commerce retailer JD.com and data centre...",0.523,NEGATIVE,0.997,0.531,NEGATIVE,0.992
11/21/2024,Reuters,"China's Trustar raises $1 bln for vehicle that holds McDonald's China stake, sources say",https://www.reuters.com/business/chinas-trustar-raises-1-bln-vehicle-that-holds-mcdonalds-china-stake-sources-say-2024-11-21/,Trustar Capital has raised $1 billion for a continuation fund that will hold the Chinese private equity firm's controlling stake in McDonald...,0.519,NEGATIVE,0.995,0.53,NEGATIVE,0.557
11/21/2024,Eunews,"Africa, for EU geopolitical challenge with China and Russia passes through the role of regions",https://www.eunews.it/en/2024/11/21/africa-for-eu-geopolitical-challenge-with-china-and-russia-passes-through-the-role-of-regions/,Cor approves Milana (Action/Re) report for greater centrality of regions and local authorities in competing with Beijing and Moscow's...,0.534,NEGATIVE,0.524,0.523,NEGATIVE,0.947
11/20/2024,The Guardian,Swedish police focus on Chinese ship after suspected undersea cable sabotage,https://www.theguardian.com/world/2024/nov/20/sweden-denmark-undersea-cable-sabotage-navy-investigation,Investigators are gathering evidence at two Baltic sites while Danish navy is shadowing a Chinese cargo ship.,0.512,NEGATIVE,0.967,0.521,NEGATIVE,0.811
11/17/2024,中华人民共和国外交部,Xi Jinping Attends the 31st APEC Economic Leaders' Meeting and Delivers Important Remarks,https://www.fmprc.gov.cn/mfa_eng/xw/zyxw/202411/t20241118_11528452.html,"On the morning of November 16, 2024 local time, the 31st APEC Economic Leaders' Meeting was held at the Lima Convention Center in Peru.",0.506,POSITIVE,0.996,0.5,POSITIVE,0.977
11/14/2024,Chatham House,Trump’s ‘America First’ foreign policy will accelerate China’s push for global leadership,https://www.chathamhouse.org/2024/11/trumps-america-first-foreign-policy-will-accelerate-chinas-push-global-leadership,"Should a new US administration disengage from forums like the UN, Beijing's plans to reshape global governance will be boosted.",0.516,POSITIVE,0.829,0.522,POSITIVE,0.649
11/20/2024,The Guardian,Pacific island governor backs $800m US military upgrade amid China threat,https://www.theguardian.com/world/2024/nov/20/northern-mariana-islands-governor-tinian-us-military-upgrade-plan-china-threat,Northern Mariana Islands governor says 'the world is changing in the Indo-Pacific' as work continues in the US territory on defense...,0.518,NEGATIVE,0.953,0.525,NEGATIVE,0.943
11/21/2024,Focus Taiwan,Taiwan must hold out one month if China invades: U.S. war game,https://focustaiwan.tw/politics/202411210008,Taiwan would have to fight off a Chinese blockade and invasion for around a month before the United States could successfully airlift or...,0.522,NEGATIVE,0.99,0.5,POSITIVE,0.911
11/20/2024,POLITICO.eu,"Not just China: EU wants South Korea, Singapore to help fund global climate efforts",https://www.politico.eu/article/not-just-china-eu-wants-south-korea-singapore-help-fund-global-climate-efforts-cop29/,The co-leader of the bloc's COP29 team also suggested Brazil could chip in.,0.53,NEGATIVE,0.99,0.52,NEGATIVE,0.965
11/21/2024,Forbes,Boeing’s Critical Threat From China’s Growing Aerospace Power,https://www.forbes.com/sites/jimosman/2024/11/20/boeings-critical-threat-from-chinas-growing-aerospace-power/,"Boeing faces a growing threat from China's COMAC as it challenges dominance in aerospace, eroding market share and reshaping global aviation...",0.508,NEGATIVE,0.833,0.507,POSITIVE,0.951
11/21/2024,Reuters,Cambodia's flagship canal in hot water as China funding dries up,https://www.reuters.com/world/asia-pacific/cambodias-flagship-canal-hot-water-china-funding-dries-up-2024-11-21/,Cambodia plans controversial canal costing nearly 4% of GDP; Cambodian govt has announced varying levels of Chinese support; China expressed...,0.517,NEGATIVE,0.986,0.525,NEGATIVE,0.657
11/20/2024,Sky News,Tracking shows Chinese vessel in area when Baltic Sea communication cables damaged,https://news.sky.com/story/tracking-shows-chinese-vessel-in-area-when-baltic-sea-communication-cables-damaged-13257184,The Danish military says it is staying close to a Chinese ship in the country's waters amid an investigation into damage caused to...,0.511,NEGATIVE,0.991,0.516,NEGATIVE,1.0
