Date,Video Name,Video Views,PTR Transcript Sentiment,Flair Transcript Outlook,Flair Transcript Score
8/18/2024,Bangladesh’s Prime Minister is (Finally) Ousted: What Next?,165K views,0.5189,NEGATIVE,0.9064
8/18/2024,Why Canada’s Economy is Doing Surprisingly Badly,363K views,0.5309,NEGATIVE,0.8961
8/18/2024,How a New Rebellion Could Split Mali,211K views,0.5224,NEGATIVE,0.9123
8/18/2024,Venezuela's Decade-Long Economic Crisis Explained,121K views,0.5214,NEGATIVE,0.9189
8/18/2024,Biden's Plans to Reform the Supreme Court Explained,159K views,0.5184,NEGATIVE,0.8893
8/18/2024,Is Israel About to Invade Lebanon?,141K views,0.5146,NEGATIVE,0.9153
8/18/2024,Kamala Surges in the Polls: Can She Beat Trump?,594K views,0.5236,NEGATIVE,0.9011
8/18/2024,Has Inflation Revived Japan’s Economy?,265K views,0.5372,NEGATIVE,0.9112
8/18/2024,Biden Drops Out: What Happens Now?,584K views,0.5238,POSITIVE,0.8974
8/18/2024,Argentina Exits Recession: Have Milei’s Reforms Worked?,628K views,0.5271,NEGATIVE,0.9347
8/18/2024,"""Trumponomics"" Explained",638K views,0.5226,NEGATIVE,0.9126
7/18/2024,Why are So Many Chinese Banks Disappearing?,322K views,0.5219,NEGATIVE,0.9058
7/18/2024,Biden Hangs On: Is a Trump Victory Now Inevitable?,167K views,0.5186,NEGATIVE,0.8967
7/18/2024,Why America’s Global Reputation Has Collapsed,148K views,0.5332,NEGATIVE,0.8935
7/18/2024,Do Milei’s New “Dollarisation” Plans Make Sense?,270K views,0.5217,NEGATIVE,0.9092
7/18/2024,Will a Reformist Victory in Iran's Election Weaken the Regime?,181K views,0.5195,NEGATIVE,0.902
7/18/2024,Will the Democrats Replace Biden Before November?,234K views,0.5218,NEGATIVE,0.9324
7/18/2024,Why Young Kenyans are Protesting the IMF,155K views,0.5219,NEGATIVE,0.9226
7/18/2024,The Escalating Sino-Philippine South China Sea Dispute Explained,189K views,0.5248,NEGATIVE,0.9053
7/18/2024,The 4 Frontrunners for Trump's VP Nomination,109K views,0.5225,POSITIVE,0.9031
7/18/2024,Why an Israel-Hezbollah War Looks Increasingly Likely,286K views,0.5189,NEGATIVE,0.9031
7/18/2024,Why China’s Property Crisis is Still Getting Worse,338K views,0.5198,NEGATIVE,0.9133
6/18/2024,Why China-India Relations Have Fallen to New Lows,239K views,0.5264,NEGATIVE,0.9014
6/18/2024,Why is Trudeau So Unpopular In Canada?,903K views,0.5193,NEGATIVE,0.8946
6/18/2024,Why China is Falling Out with the Global South,540K views,0.5228,NEGATIVE,0.9157
6/18/2024,Is Turkey on the Cusp of Yet Another Economic Crisis?,210K views,0.5248,NEGATIVE,0.918
6/18/2024,Israel's War Cabinet Collapses: What Next?,192K views,0.5174,NEGATIVE,0.9202
6/18/2024,Is Colombia’s Civil War Getting Worse?,231K views,0.5235,NEGATIVE,0.8918
6/18/2024,Could Myanmar's Rebels Actually Win?,363K views,0.5196,NEGATIVE,0.8983
6/18/2024,Why Mexico Just Elected the World's Most Left-Wing President,339K views,0.5228,POSITIVE,0.8994
6/18/2024,The ANC Lose their Majority: What Next for South Africa?,407K views,0.5173,NEGATIVE,0.9112
6/18/2024,Argentina’s Peso Collapses: Is Milei in Trouble?,488K views,0.5235,NEGATIVE,0.925
6/18/2024,Why Israel’s War Cabinet is About to Collapse,177K views,0.515,NEGATIVE,0.9082
6/18/2024,Will the ICC Sink Israel's International Reputation?,153K views,0.5184,NEGATIVE,0.8897
6/18/2024,Will Raisi's Death Trigger a Political Crisis in Iran?,206K views,0.5164,NEGATIVE,0.9019
6/18/2024,Why Saudi Arabia’s Economy is Doing Worse than It Seems,547K views,0.5249,NEGATIVE,0.9197
5/18/2024,Biden's New China Tariffs Explained,115K views,0.5228,NEGATIVE,0.8927
5/18/2024,Is Japan Finally Embracing Immigration?,392K views,0.5207,NEGATIVE,0.9147
5/18/2024,Why Economic Inequality is the CCP's Biggest Problem,188K views,0.522,NEGATIVE,0.9077
5/18/2024,How a US-Saudi Defence Pact Could End the War in Gaza,192K views,0.5243,NEGATIVE,0.9101
5/18/2024,Is Japan’s One-Party System Finally Coming to an End?,211K views,0.5214,NEGATIVE,0.8893
5/18/2024,What Was Actually in Hamas’ Ceasefire Proposal?,188K views,0.5191,NEGATIVE,0.9064
5/18/2024,Is Iran losing Its Grip on Iraq?,181K views,0.5174,NEGATIVE,0.9
5/18/2024,Why South Korea’s Economy is Stagnating,184K views,0.5232,NEGATIVE,0.9018
5/18/2024,How Erdogan Plays Both Sides in the Gaza War,114K views,0.5194,NEGATIVE,0.9037
5/18/2024,Why the Japanese Yen is Collapsing,756K views,0.5254,NEGATIVE,0.9117
5/18/2024,Could China and India go to War over Water?,158K views,0.5207,NEGATIVE,0.8972
5/18/2024,Why violence is escalating in the West Bank,119K views,0.5264,NEGATIVE,0.9225
5/18/2024,"The So-Called ""Axis of Evil"" Explained",143K views,0.5234,NEGATIVE,0.8999
5/18/2024,Why an Iran-Israel war now looks (relatively) unlikely,165K views,0.5202,NEGATIVE,0.9276
5/18/2024,Is America Running Out of Friends?,143K views,0.5276,NEGATIVE,0.9049
4/18/2024,The ISIS Resurgence Explained,317K views,0.5183,NEGATIVE,0.9208
4/18/2024,Do Cuba’s Protests Spell the End for its Communist Government?,206K views,0.5203,NEGATIVE,0.9013
4/18/2024,Why Afghanistan and Pakistan are Fighting (Again),271K views,0.5191,NEGATIVE,0.9123
4/18/2024,Why Biden is Overtaking Trump in the Polls,353K views,0.5236,NEGATIVE,0.8933
4/18/2024,3 Reasons Trump Will Beat Biden in 2024,174K views,0.5146,NEGATIVE,0.8803
4/18/2024,Xi’s Plan to Fix China’s Economy Explained (and why it won’t work),240K views,0.5268,NEGATIVE,0.9133
3/18/2024,Is Africa Stuck in a Debt Trap?,124K views,0.528,NEGATIVE,0.903
4/18/2024,Iran Strikes Israel: What Next?,288K views,0.5182,NEGATIVE,0.9046
3/18/2024,Who is Winning Sudan’s Civil War and What Comes Next?,137K views,0.5224,NEGATIVE,0.9124
4/18/2024,Will Jacob Zuma’s New Party Bring Down the ANC?,196K views,0.5212,NEGATIVE,0.9086
3/18/2024,3 Reasons Biden Could Still Beat Trump,167K views,0.5198,NEGATIVE,0.9111
4/18/2024,Is Israel Losing the Gaza War?,274K views,0.5203,NEGATIVE,0.9046
3/18/2024,Will the Gaza War topple Benjamin Netanyahu?,174K views,0.5181,NEGATIVE,0.9104
4/18/2024,Why Somalia is About to Split Into Three States,243K views,0.5247,NEGATIVE,0.8861
3/18/2024,How Iran's Elections Sent the Rial Into Freefall,218K views,0.5178,NEGATIVE,0.9492
4/18/2024,Why It Looks Like Milei’s Reforms Might Actually Be Working,684K views,0.5217,NEGATIVE,0.8962
4/18/2024,South Korea’s Fertility Rate Hits 0.68: What Next?,335K views,0.5175,NEGATIVE,0.8901
4/18/2024,Will An Iran-Israel War Break Out?,436K views,0.5178,NEGATIVE,0.9053
4/18/2024,Erdogan Loses Turkey’s Local Elections: What Next?,282K views,0.5201,NEGATIVE,0.9094
4/18/2024,Why is China Understating its Trade Surplus?,163K views,0.5226,NEGATIVE,0.9013
4/18/2024,Is this the Beginning of the End of the US-Israel Relationship?,190K views,0.5283,NEGATIVE,0.9048
3/18/2024,Have We Reached “Peak China”?,193K views,0.5268,NEGATIVE,0.9108
3/18/2024,Why Lebanon Really Can’t Afford a War with Israel,114K views,0.5185,NEGATIVE,0.9132
3/18/2024,Could Trump be President from Prison?,158K views,0.5175,NEGATIVE,0.8966
3/18/2024,Will Turkey Defend Somalia Against Ethiopia?,298K views,0.5298,NEGATIVE,0.8905
3/18/2024,What is the Biggest Risk Facing the World?,114K views,0.5317,POSITIVE,0.897
3/18/2024,Will the Gaza War Bankrupt Israel?,298K views,0.5211,NEGATIVE,0.925
3/18/2024,Why Erdogan Ended His 10-year Feud With Egypt,126K views,0.522,POSITIVE,0.9196
3/18/2024,Why and Where is Democracy in Decline?,148K views,0.5303,NEGATIVE,0.8974
3/18/2024,Why Egypt's Economy is on the Brink of Collapse,407K views,0.5203,NEGATIVE,0.9173
2/18/2024,The Congo War Explained (and why it’s escalating),303K views,0.5222,NEGATIVE,0.9048
2/18/2024,Why Haiti’s Crisis is Getting Even Worse,206K views,0.5179,NEGATIVE,0.8959
2/18/2024,Imran Khan Wins Pakistan’s Election from Jail: What Next?,197K views,0.5161,NEGATIVE,0.8981
2/18/2024,Can the Democrats Replace Biden Before the 2024 Election?,249K views,0.5184,NEGATIVE,0.9012
2/18/2024,Why China’s Deflation Crisis is Getting Worse,319K views,0.5338,NEGATIVE,0.9244
2/18/2024,Mindanao Secession: Could the Philippines Split Apart?,324K views,0.5244,NEGATIVE,0.875
2/18/2024,Myanmar's Military is Losing: What Happens Next?,426K views,0.5215,NEGATIVE,0.8767
2/18/2024,Why are Gen-Z Women so Much More Liberal than Men?,615K views,0.5141,NEGATIVE,0.8635
2/18/2024,Why Turkey’s Economic Crisis is (Still) Getting Worse,317K views,0.5281,NEGATIVE,0.9212
2/18/2024,How Does the US-Iran Standoff End?,166K views,0.5234,NEGATIVE,0.9105
2/18/2024,Why Yemen Could Split Into Two Countries,233K views,0.5183,NEGATIVE,0.8957
2/18/2024,Is Indonesia's New Capital City Heading for Disaster?,177K views,0.5375,POSITIVE,0.9219
2/18/2024,How South Africa Became a Failed State,327K views,0.5271,NEGATIVE,0.9307
2/18/2024,Why Iran is Weaker Than It Looks,449K views,0.5179,NEGATIVE,0.9189
2/18/2024,Why Africa’s Next Coup Might Be in Chad,135K views,0.523,NEGATIVE,0.8992
2/18/2024,Why China’s Demographic Crisis Just Keeps Getting Worse,293K views,0.5252,NEGATIVE,0.9202
2/18/2024,Pakistan Strikes Iran: What Happens Next?,327K views,0.5212,NEGATIVE,0.9098
1/18/2024,Iran Strikes Back: What Next?,267K views,0.5154,NEGATIVE,0.927
1/18/2024,How Qatar Became the World's Mediator,77K views,0.5244,POSITIVE,0.8953
1/18/2024,Why South Africa is Taking Israel to Court for Genocide,209K views,0.5173,NEGATIVE,0.8998
1/18/2024,US-UK Airstrikes in Yemen: What Happens Next?,347K views,0.5219,NEGATIVE,0.9093
1/18/2024,How Will China React to Taiwan's Election?,219K views,0.5215,NEGATIVE,0.9019
1/18/2024,Will De-Globalisation Reverse in 2024?,32K views,0.5223,NEGATIVE,0.8931
1/18/2024,Every Global Trade Chokepoint Explained,91K views,0.5263,POSITIVE,0.9152
1/18/2024,Elections to Look Out For in 2024,334K views,0.5234,POSITIVE,0.889
1/18/2024,"Where Actually is the ""Global South""?",149K views,0.5298,POSITIVE,0.9104
1/18/2024,Can Mexico’s New Mega Train Solve its Regional Inequality?,174K views,0.5294,POSITIVE,0.9192
12/18/2023,Is Japan’s Government on the Brink of Collapse?,234K views,0.5305,NEGATIVE,0.9128
12/18/2023,Is Israel About to Invade Lebanon?,184K views,0.5177,NEGATIVE,0.9166
12/18/2023,Why War is Escalating in the Congo,226K views,0.5283,NEGATIVE,0.8961
12/18/2023,Why China’s Debt Crisis is Quietly Getting Worse,297K views,0.5286,NEGATIVE,0.9126
12/18/2023,How Bangladesh Became South Asia’s Latest Political Crisis,263K views,0.5202,NEGATIVE,0.8951
12/18/2023,Venezuela Votes to Annex Guyana: What Next?,689K views,0.5227,NEGATIVE,0.8927
12/18/2023,Why are American Politicians So Old?,170K views,0.5186,NEGATIVE,0.9003
12/18/2023,Why Social Unrest is Unfolding in France’s Poorest Region,188K views,0.5195,NEGATIVE,0.9113
12/18/2023,How Ecuador Became the Most Dangerous Country in South America,314K views,0.5221,NEGATIVE,0.8945
12/18/2023,Could We Be on the Brink of a New War in the Korean Peninsula?,226K views,0.5248,NEGATIVE,0.8921
12/18/2023,Has the UN Become Irrelevant?,288K views,0.5193,NEGATIVE,0.921
1/18/2024,Somalia Rejects Ethiopia's Somaliland Port Deal: What Next?,279K views,0.5214,NEGATIVE,0.8931
12/18/2023,Will Sudan’s War Cause Darfur to Secede?,139K views,0.5159,NEGATIVE,0.8915
1/18/2024,Gaza Becomes a Regional War: What Next?,220K views,0.5195,NEGATIVE,0.9156
12/18/2023,How RFK Could Disrupt the 2024 Presidential Election,288K views,0.5173,NEGATIVE,0.9023
12/18/2023,Can Javier Milei Save Argentina’s Economy?,321K views,0.5183,NEGATIVE,0.9216
1/18/2024,Why Are There So Many Wars at the Moment?,475K views,0.5306,NEGATIVE,0.9
1/18/2024,Will South America’s trade bloc collapse?,129K views,0.5236,NEGATIVE,0.9037
1/18/2024,Why have Saudi Arabia and Russia Suddenly Become Best Mates?,103K views,0.5277,NEGATIVE,0.9029
12/18/2023,Why do so Many Republicans Want to Attack Mexico?,238K views,0.5257,NEGATIVE,0.9217
12/18/2023,Why Myanmar's Civil War is Bad News for China,372K views,0.5248,NEGATIVE,0.9171
12/18/2023,Why are Young People so Pro-Palestine?,1.6M views,0.5239,NEGATIVE,0.9131
1/18/2024,Why the US had a Great 2023 and Other Underreported Stories,69K views,0.5266,NEGATIVE,0.9069
12/18/2023,Is Myanmar's Civil War at a Turning Point?,511K views,0.5189,NEGATIVE,0.8985
1/18/2024,Why Turkey is Angry With America,194K views,0.522,NEGATIVE,0.918
12/18/2023,Who is Nikki Haley (and can she beat Trump)?,114K views,0.5218,POSITIVE,0.8833
1/18/2024,Why are the Houthis Attacking Ships in the Red Sea?,179K views,0.5217,NEGATIVE,0.9315
12/18/2023,Israel Enters Gaza City: What Next?,119K views,0.5145,NEGATIVE,0.9107
12/18/2023,Will the 'Coup Attempt' in Guatemala Succeed?,108K views,0.5196,NEGATIVE,0.9151
12/18/2023,Ethiopia Threatens its Red Sea Neighbours: What Next?,401K views,0.5175,NEGATIVE,0.9063
12/18/2023,Why the US is Tempering its Support for Israel,218K views,0.5207,NEGATIVE,0.905
12/18/2023,Which Countries Support Israel Around the World?,675K views,0.5158,NEGATIVE,0.8824
12/18/2023,How Pakistan’s Taliban Bet Backfired,340K views,0.519,NEGATIVE,0.9087
12/18/2023,Why Venezuela (probably) won’t invade Guyana,45K views,0.5212,NEGATIVE,0.9027
12/18/2023,"Will Mali, Niger and Burkina Faso Become One Country?",241K views,0.5242,NEGATIVE,0.8993
12/18/2023,Israel's Ground Invasion Begins: What Next?,185K views,0.515,NEGATIVE,0.9178
12/18/2023,How Lebanon Became a Failed State,150K views,0.5187,NEGATIVE,0.902
12/18/2023,Why China and the Philippines Have Fallen Out,137K views,0.5248,NEGATIVE,0.8943
12/18/2023,Why the Shekel is Declining: Israel's Economic Crisis Explained,175K views,0.524,NEGATIVE,0.9002
12/18/2023,The 3 Ways China’s Economic Crisis Could End,175K views,0.5239,NEGATIVE,0.9038
12/18/2023,Why Turkey and the US are Fighting in Syria,258K views,0.5258,NEGATIVE,0.9081
12/18/2023,Why Iran is Escalating Against Israel and the US,222K views,0.5177,NEGATIVE,0.9087
12/18/2023,What Would a Ground Invasion of Gaza Actually Look Like?,177K views,0.5213,NEGATIVE,0.9039
12/18/2023,Will Egypt Open the Rafah Crossing in Southern Gaza?,102K views,0.5223,NEGATIVE,0.9059
12/18/2023,Will the Gaza Crisis Bring Down Netanyahu?,216K views,0.5199,NEGATIVE,0.9105
12/18/2023,Every War in 2023 (So Far),532K views,0.5268,NEGATIVE,0.9085
12/18/2023,Iran’s Anti-Israel Proxy Network Explained,285K views,0.5145,NEGATIVE,0.8725
12/18/2023,Israel Prepares to Invade Gaza: What Happens Next?,323K views,0.5175,NEGATIVE,0.909
12/18/2023,How Demographics Created the Israel-Gaza Crisis,415K views,0.5178,NEGATIVE,0.8831
12/18/2023,Will Hezbollah Attack Israel from Lebanon?,299K views,0.5157,NEGATIVE,0.8968
12/18/2023,Will the Israel-Gaza Conflict Destabilise the Middle East?,286K views,0.518,NEGATIVE,0.9093
12/18/2023,Israel Declares War on Hamas: What Happens Next?,367K views,0.517,NEGATIVE,0.917
12/18/2023,How Saudi Arabia's Oil Squeeze Could Backfire,241K views,0.5291,NEGATIVE,0.9052
12/18/2023,Why the UN is Intervening in Haiti,189K views,0.5202,NEGATIVE,0.8903
12/18/2023,Why the Middle East is Re-Engaging with Assad,187K views,0.5209,NEGATIVE,0.8946
12/18/2023,How Shadow Banks are Exacerbating China’s Economic Crisis,202K views,0.52,NEGATIVE,0.904
12/18/2023,Azerbaijan Invades Nagorno-Karabakh: What Next?,209K views,0.5176,NEGATIVE,0.9162
12/18/2023,TLDR News Responds to Your Criticism & Complaints,90K views,0.5209,NEGATIVE,0.9183
12/18/2023,Did the Indian State Assassinate a Canadian Citizen?,139K views,0.5149,NEGATIVE,0.8944
12/18/2023,Why Republicans Are Shutting Down the US Government,171K views,0.5189,NEGATIVE,0.8886
12/18/2023,Why China and Vietnam Have Fallen Out,368K views,0.5246,NEGATIVE,0.9069
12/18/2023,Will Kyrgyzstan and Tajikistan go to War Over Water?,149K views,0.5188,NEGATIVE,0.8966
12/18/2023,Could a Third Candidate Win in 2024?,144K views,0.5191,NEGATIVE,0.8946
12/18/2023,Why Egypt’s Economy is About to Collapse,459K views,0.5228,NEGATIVE,0.9096
12/18/2023,How Bad Politics is Ruining South Korea,349K views,0.5252,NEGATIVE,0.9209
12/18/2023,Why France and Turkey are Feuding over Africa,518K views,0.5211,NEGATIVE,0.9204
12/18/2023,Is Azerbaijan About to Invade Armenia?,403K views,0.5191,NEGATIVE,0.8947
12/18/2023,Why the CCP Can't Solve China's Economic Crisis,229K views,0.5223,NEGATIVE,0.9169
12/18/2023,Why China and the US are Fighting over the Pacific,116K views,0.5279,POSITIVE,0.8922
12/18/2023,Why Libya Could Split into Two Countries,215K views,0.5201,NEGATIVE,0.9046
12/18/2023,Why Turkey’s Economy is (Still) in Crisis,228K views,0.5262,NEGATIVE,0.9151
12/18/2023,Why Saudi Arabia Might Be About to Recognise Israel,331K views,0.5248,NEGATIVE,0.8939
12/18/2023,Why Gabon's Coup is Different,208K views,0.5207,NEGATIVE,0.9047
12/18/2023,Who is Vivek Ramaswamy (and can he beat Trump)?,165K views,0.524,NEGATIVE,0.8844
12/18/2023,Why Japan and South Korea are Teaming Up Against China,175K views,0.5247,POSITIVE,0.892
12/18/2023,Why China’s Property Crisis is Getting Worse,317K views,0.5262,NEGATIVE,0.9087
12/18/2023,How Come Afghanistan hasn’t Collapsed?,412K views,0.5192,NEGATIVE,0.9189
12/18/2023,Trump's Four Major Legal Problems Explained,212K views,0.5151,NEGATIVE,0.9129
12/18/2023,Argentina’s Shock Presidential Primary Results Explained,159K views,0.5196,NEGATIVE,0.9019
12/18/2023,China Slips into Deflation: What Next?,359K views,0.5292,NEGATIVE,0.9188
12/18/2023,3 Reasons China Might be About to Invade Taiwan,210K views,0.5206,NEGATIVE,0.909
12/18/2023,Why Africa and France Have Fallen Out,359K views,0.5216,NEGATIVE,0.894
12/18/2023,Why War Might Break Out Between Israel and Lebanon,445K views,0.5171,NEGATIVE,0.8971
12/18/2023,Will War Break Out Between Rwanda and the DRC?,275K views,0.5233,NEGATIVE,0.9068
12/18/2023,Has Iran Taken Over Iraq?,389K views,0.5159,NEGATIVE,0.8824
12/18/2023,How Niger’s Coup Might Lead to War,730K views,0.5224,NEGATIVE,0.9049
12/18/2023,3 Reasons China Won’t Invade Taiwan,189K views,0.5262,NEGATIVE,0.9123
12/18/2023,Will Modi Lose the Next Indian Election?,201K views,0.5216,NEGATIVE,0.8999
12/18/2023,Why Turkey is Cosying Up to Saudi Arabia,120K views,0.5189,NEGATIVE,0.8971
12/18/2023,Could Niger's Coup Destabilise Africa?,216K views,0.5201,NEGATIVE,0.9147
12/18/2023,Have Russia and Africa Fallen Out?,152K views,0.5313,NEGATIVE,0.9203
