Date of Article,Company / Person,Followers,text,PTR Sentiment,Flair Sentiment,Flair Score
11/12/2024,UniCredit,"499,749 followers","📅 On Monday 11 November, we'll be holding an online presentation for you to find out more about our online Skills for Transition training programme, in collaboration with!  👉 Subscribe to the event and join our online presentation:  ⏩ Starting in January, this programme will offer a free 14-month Master's course for talented young graduates from Italy, Germany, Bulgaria, Czech Republic, Romania and Slovakia, who are keen to deepen their understanding of the green transition and the impending changes to the manufacturing and business landscape. The course will include extensive collaboration with industry leaders and stakeholders who are deeply embedded in sectors undergoing ecological transformation.  ✅ We are also offering 4-month Bootcamp, which will give participants practical, hands-on experience, with a chance to work on their first business transformation project.  🎯 The primary objective of these programmes is to equip students with skills in key sectors affected by the green transition, enabling them to develop key management skills aligned with current market trends and demands.  💡 Both courses are entirely financed by UniCredit, so there is no fee required!  📝 Make sure to apply by 29 November:  📌",0.5216,POSITIVE,0.9823
11/5/2024,UniCredit,"499,749 followers","🕰 The countdown begins – our second  hashtag #UniCreditESGDay will take place 𝗶𝗻 𝗷𝘂𝘀𝘁 𝘁𝗲𝗻 𝗱𝗮𝘆𝘀 at our Milan headquarters, as well as being streamed online and translated into four different languages! 👉  ⏩ For this next edition, held in tandem with COP29, we are putting the focus firmly on the need for greater progress in tackling some of the toughest issues facing our society today – ranging from how 𝗰𝗹𝗶𝗺𝗮𝘁𝗲 𝗰𝗵𝗮𝗻𝗴𝗲 𝗮𝗻𝗱 𝘁𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆 are reshaping society, to how we can go about solving 𝘀𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆 𝘁𝗿𝗮𝗱𝗲-𝗼𝗳𝗳𝘀.  🎙, our Head of Group Strategy & ESG, recently sat down with the, to discuss why the event is important and what role banks can play in supporting a just and fair transition.  👀 Check out the full interview here:  📌",0.5166,POSITIVE,0.9911
11/5/2024,UniCredit,"499,749 followers","📢 UniCredit and Alpha Services and Holdings announce the completion of the acquisition by UniCredit of a majority stake in Alpha Bank Romania.  ⏩ The transaction is part of the strategic partnership between UniCredit and Alpha Holdings, announced on 23 October 2023.  🤝Romania will be merged intoin the second part of 2025.  💪 The merger will strengthen the position of the resulting bank to the benefit of individual customers, SMEs and local communities. It will also bring UniCredit Group on the third place in the Romanian market - subsidiaries included - with a combined market share of around 12% in terms of total assets.  🗞 Read the press release:  📌",0.5506,POSITIVE,0.9941
11/5/2024,UniCredit,"499,749 followers","👀 The third episode of our series One Student at a Time is now online!  🎒 In the words of, discover the story of Vicky, a bright student with immense potential, and how the volunteers of thehelped her turn her life around.  ⏩ The Areté Youth Foundation was one of the winners of the UniCredit Foundation's 2022 Call for Education, which aims to support educational programmes across Europe.  🎞 Discover more:  📌",0.5159,POSITIVE,0.9951
11/5/2024,UniCredit,"499,749 followers","✅  hashtag #UniCreditESGDay | 📅 14 November | ⌚ 09.30 CET | Check out the agenda and register here 👉https://lnkd.in/d5deE5Mg  🌎 At our forthcoming ESG Day, we want to put the focus firmly on the need for greater progress in tackling some of the toughest issues facing our society today. From climate change to social inequality, we need action and we need answers. Urgently.  ⏩ Discover more our panelists in the carousel below  👀 Curious to learn more? Visit  📌",0.5065,NEGATIVE,0.5624
11/5/2024,UniCredit,"499,749 followers","🎙 ""Metaphysics is the art that explores the connections between objects and people, beyond their conventional meanings""   ⏩ In conversation with Simonetta Antellini, Director of the Giorgio and Isa De Chirico House Museum, we discover the venue and the atélier where the artist, considered the father of the metaphysical paiting, used to live and work.  👀 Watch the full interview on the UniCredit Art Collection website and on One UniCredit:  📌",0.5053,POSITIVE,0.9694
11/5/2024,UniCredit,"499,749 followers","📢 The rating agency Fitch Ratings has upgraded UniCredit's Long-Term Issuer Default Rating (IDR) and Senior Preferred rating by one notch to 'BBB+' and improved the outlook from stable to positive.  📈 The rating is now one notch above the Italian sovereign.  ✅ According to the agency, this is driven by an exceptional position of strength relative to domestic peers and is supported by successful diversification in well performing or growing economies.  🗞 Find out more on the Press Release:  📌",0.522,POSITIVE,0.8979
11/5/2024,UniCredit,"499,749 followers","👩‍💻 Last week, we hosted our two-day 𝗗𝗶𝗴𝗶𝘁𝗮𝗹 𝗗𝗮𝘆𝘀 event, with more than 12,000 connections on our online stream and over 4,000 colleagues attending in person across our countries.  🌎 We also gave our people the chance to visit more than 60 exhibition stands hosted across 15 locations and 11 countries to discover the technology behind our ambition to become the bank for Europe’s future.  ⏩ Drawing on a range of expert speakers from both within and beyond the bank, the event delved into the impacts and applications of key technologies, bringing a series of complex but critical issues to life – from the role new technologies like data and AI in our transformation, to the promises of emerging technologies such as quantum computing.  🚀 It was great to see so many people getting involved!  📌",0.5289,POSITIVE,0.9994
11/5/2024,UniCredit,"499,749 followers","📅 Today marks the 100th anniversary of 𝗪𝗼𝗿𝗹𝗱 𝗦𝗮𝘃𝗶𝗻𝗴𝘀 𝗗𝗮𝘆, a century-old tradition aimed at promoting financial awareness and healthy saving habits.   💰 In 2024, managing savings has never been more important—or more challenging.  💭 How do you approach saving in today’s world❓ Cast your vote below and let’s share ideas on what financial wellness means to each of us. 💬  📌",0.5218,POSITIVE,0.9952
11/5/2024,UniCredit,"499,749 followers","📢 UniCredit has been once again recognised as one of “Europe’s Diversity Leaders 2025” by the Financial Times, in collaboration with the market research company.  ✅ Our commitment to fostering an inclusive and diverse workplace positioned our Bank among the top 40 out of 850 European companies and at the very top in Italy.  🎙 ""We are honoured that UniCredit has once again been recognised among Europe's Leaders for Diversity, with a notable improvement in our position. This reaffirms our commitment to building a positive, diverse, and inclusive workplace. Over recent years, we have strengthened our DE&I governance and Culture to empower our people to be themselves and unlock their full potential,"" said, Head of Group People & Culture at UniCredit.  👀 Read more today on One UniCredit:  📌",0.5502,POSITIVE,0.9981
11/5/2024,UniCredit,"499,749 followers","📢 The October Edition of Our Stories Unlocked is out!  🤝 Join us as we explore our successes, milestones, and initiatives driving our journey across Europe.  👀 Stay tuned for more insights and stories from the UniCredit community  📌",0.5075,POSITIVE,0.9876
11/5/2024,UniCredit,"499,749 followers","🌱 Are you ready to lead the shift toward sustainability? UniCredit is offering a fully funded program. In collaboration with POLIMI Graduate School of Management, it will empower students with the expertise needed to drive the green transition.  👉 Explore more and apply here by 29 November:  ⏩ This program provides a deep dive into Green Transition, management, strategy, Net Zero solutions, and much more…  📌",0.531,POSITIVE,0.9983
11/5/2024,UniCredit,"499,749 followers","💪 50.000 visitors to the UniCredit stand,10.000 360° video experiences, 66 amazing regattas❗  ⏩ These are just some of the numbers of our recent experience in Barcelona as a Global Partner and exclusive Global Banking Partner for the 37th2024.  🏆 Congratulations to, for claiming their third straight trophy, showing the strength of teamwork and innovation in a thrilling 7-2 victory over  👀 Find out more today on One UniCredit:  📌",0.5195,POSITIVE,0.9996
11/5/2024,UniCredit,"499,749 followers","📢 In a milestone transaction for our franchise, we are proud to have acted as M&A financial advisor to KKR in its acquisition of a 25% stake in Enilive.  🌎 Enilive is the multi-energy platform subsidiary ofresponsible for the company's integrated sustainable mobility business, as well as being the largest transportation fuels distributor in Italy.  🤝 At the same time, we also acted as Bookrunner, MLA and Underwriter of a Term Loan Facility and RCF to support KKR in funding the acquisition.  ⏩ The transaction underlines our 𝗰𝗼𝗻𝘁𝗲𝗻𝘁-𝗹𝗲𝗱 𝗮𝗽𝗽𝗿𝗼𝗮𝗰𝗵, expertise in the energy transition segment and tier one cross-product execution capabilities.  📌",0.5515,POSITIVE,0.9986
11/19/2024,UniCredit,"499,749 followers","📢 The November edition of our Monthly Outlook is out.   ⏩ Titled ""The Uncertainty Principle - Understanding Market Dynamics amid Geopolitical Tensions"", it analyzes the investment strategy and asset allocation decisions by UniCredit’s Group Investment Strategy in the current market scenario.  ✅ Additionally, this edition also provides a focus section about the middle east conflict elaborating on the moves in the oil market.  🔎 Check for the full outlook here:  📌",0.5417,NEGATIVE,0.8983
11/19/2024,UniCredit,"499,749 followers","🤝 Meet Emanuele Fusco, Private Banker at UniCredit Italy. The next career story could be yours.  ⏩ Emanuele has been working in the financial industry for several years now, and about a year ago joined UniCredit on his current role.  🙏 The most important aspect of his job is the relationship he builds with his customers, both existing and potentially new ones, striving to be empathic, to listen to them and proactively support them.  🎾 He likes to play padel and coach futsal youth teams, and he truly enjoys traveling with his family.  👀 Discover more:  📌",0.5354,POSITIVE,0.9997
11/19/2024,UniCredit,"499,749 followers","🎗 UniCredit is proudly supporting Breast Cancer Awareness Month during October.   🤝 Teams across Europe are raising awareness about the life-saving importance of early detection and prevention.  ⏩ From running in the Race for the Cure in Bosnia & Herzegovina to motivational talks in Croatia and supporting the Pink Ribbon Initiative in Austria, UniCredit stands united in spreading hope, strength, and solidarity to those affected by breast cancer.  👀 Find out more on One UniCredit:  📌",0.5068,POSITIVE,0.9941
11/19/2024,UniCredit,"499,749 followers","🌍 Join the  hashtag #UniCreditESGDay! Click here to register https://lnkd.in/d5deE5Mg  🤝 We'll be addressing some important questions: are there economic or organisational models to accelerate the green transition, and what levers can be activated?  ⏩ A successful green transition depends on reallocating resources to sustainable activities and fostering innovation in low-carbon solutions, going from responsibility to response-ability. Join our upcoming LinkedIn event to explore how we can accelerate this transition. Register now and share your opinion below!  📌",0.5131,NEGATIVE,0.9161
11/19/2024,UniCredit,"499,749 followers","❄ UniCredit and UniCredit Allianz Assicurazioni - Gruppo Allianz support as main sponsors the Torino 2025 Fisu Games, the largest university sports event in the world.  🎿 The 2025 edition of the Winter Games, which will bring 2,000 young athletes from over 500 universities in more than 60 countries to Turin, will be the most inclusive yet: for the first time in the event's history, Paralympic athletes will compete in alpine skiing and cross-country skiing.  👀 Read more today on One UniCredit:  📌",0.5194,POSITIVE,0.9954
11/19/2024,UniCredit,"499,749 followers","📅 October is Cybersecurity Awareness Month!  ⏩ UniCredit has always been committed to raising awareness and promoting safe online practices. This month, more than ever, we want to highlight the daily challenges of cybersecurity and the critical role each of us plays in protecting sensitive data and information.  🔒 Join the conversation! Cybersecurity affects everyone, from individual professionals to large companies. In your opinion, what is the most important area to focus on to improve online safety?  👇 Vote below and let us know why in the comments  📌",0.5186,POSITIVE,0.9819
11/19/2024,UniCredit,"499,749 followers","🎙️ In Episode 2 of Conversations Unlocked podcast, hosts Matt Thomas and Nikolina Zecic explore how we can make a lasting impact in our communities.  🤝 They are joined by, Founder & CEO of, to discuss how her charity is making informal education more accessible, with crucial support from the UniCredit Foundation.  🙌 Plus, catch the latest from UniCredit’s ‘Culture Corner’ withon how social impact projects are shaping company culture in Germany.  ▶ Tune in to learn more about creating change!   📌",0.5235,POSITIVE,0.9947
11/19/2024,UniCredit,"499,749 followers","🚗 Driven by passion!   🚀 For 8 years, UNICREDIT LEASING S.P.A. has been fueling performance and driving success alongside the UniCredit Leasing Motorsport Team.  🏁 On October 5, the UniCredit Leasing Trophy took over the streets of Bucharest in a thrilling race through the city center. A packed crowd cheered on the UniCredit Leasing Motorsport Team and their four drivers—Mihai Leu, Adrian Teslovan, Alexandra Teslovan, and Cristiana Oprea.  💥 This event was a standout in the championship, packed with thrilling moments and high-speed excitement  📌",0.5073,POSITIVE,0.9997
11/19/2024,UniCredit,"499,749 followers","📷 This week, on the occasion of the anniversary of the founding of the FAO on 16 October 1945, we have retraced the history of the meal services and company canteens in the bank through photos from our Historical Archive!  👀 Have a look at the article and discover more about the curious story behind one of the most familiar places of our working premises  📌",0.5508,POSITIVE,0.9982
11/19/2024,UniCredit,"499,749 followers","🌎  hashtag #UniCreditESGDay | 📅 14 November | ⌚ 09.30 CET | Check out the agenda and register here 👉https://lnkd.in/d5deE5Mg  ⏩ At our forthcoming ESG Day, we want to put the focus firmly on the need for greater progress in tackling some of the toughest issues facing our society today. From climate change to social inequality, we need action and we need answers. Urgently.  👀 Discover more our speakers in the carousel below  🔎 Curious to learn more? Visit  📌",0.5065,POSITIVE,0.6253
11/19/2024,UniCredit,"499,749 followers","📢 We are proud to have supported Metlen Energy & Metals as Joint Bookrunner in a EUR 750 million year five-year issuance which confirms its return to international debt capital markets.  🤝 At the same time, the transaction also marks our reentry into the Greek corporate bond space and underlines how our partnership withcontinues to go from strength to strength.  ⏩ Together, we are collaborating effectively across the product suite – empowering clients to think and operate on a truly European scale.  📌",0.5676,POSITIVE,0.9996
11/19/2024,UniCredit,"499,749 followers","🤝 Our bank has reached a groundbreaking agreement in Italy with the unions FABI Federazione Autonoma Bancari Italiani, First Cisl, Fisac Cgil UniCredit, Uilca Nazionale - Uil Credito, Esattorie e Assicurazioni, and, setting a new standard in the banking sector.  ⏩ This agreement addresses three key areas for UniCredit employees: pioneering and innovative professional retraining for colleagues, sustainable generational transition, and enhanced welfare and work-life balance.  ✅ Specifically, Italy will serve as a pilot for a significant investment in a retraining and reskilling program at UniCredit University Italy. This initiative ensures that our resources are equipped with the skills needed to meet future challenges and has the potential to be extended to other Group countries.  🗞 Discover more by reading the press release:  🗞",0.5285,POSITIVE,0.9995
11/19/2024,UniCredit,"499,749 followers","🤝 Together with Alpha Bank we are driving the market forward, creating new exciting opportunities in Greece and across all our European countries.   ⏩ We are partnering for progress, shaping hand in hand the future of banking for our people, customers and communities.  📌",0.5415,POSITIVE,0.9983
11/19/2024,UniCredit,"499,749 followers","💭 Do you know what the stock market 𝑟𝑒𝑎𝑙𝑙𝑦 is❓  👀 We asked this question to passersby and we think their answers will surprise you!  🎥 Watch the video here 👉  ⏩ Tell us — if you were to invest in stocks, what would influence your choice the most, and why?  📌",0.5413,NEGATIVE,0.9752
11/19/2024,UniCredit,"499,749 followers","🏆 We have been recognised as the 𝗕𝗲𝘀𝘁 𝗖𝗮𝘀𝗵 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 𝗕𝗮𝗻𝗸 in six countries in Euromoney’s latest Cash Management Survey – which this year collected a staggering 31,000 responses.  ⏩ For thirty years, Euromoney’s Cash Management Survey has been the most comprehensive benchmarking exercise of global cash management banks – offering authoritative and clear insight into the needs of corporate treasurers and their perceptions of the providers they work with.  ✌ This year, alongside various sub categories, we have been voted:  🇮🇹 Italy's Best Cash Management Bank 🇩🇪 Germany’s Best Cash Management Bank 🇦🇹 Austria’s Best Cash Management Bank 🇧🇦 Bosnia and Herzegovina's Best Cash Management Bank 🇭🇷 Croatia's Best Cash Management Bank (Zagrebačka Banka) 🇸🇮 Slovenia's Best Cash Management Bank  💪 This recognition highlights the concerted progress we are making in payments – where we want to become every 𝗘𝘂𝗿𝗼𝗽𝗲𝗮𝗻 𝗰𝗹𝗶𝗲𝗻𝘁’𝘀 𝗳𝗶𝗿𝘀𝘁 𝗰𝗵𝗼𝗶𝗰𝗲 and consolidate our market-leading positions.  📌",0.5406,POSITIVE,0.9998
11/19/2024,UniCredit,"499,749 followers","🫱🏻‍🫲🏼 Meet Olga Sosnina, Global T&CB FI Sales Manager at UniCredit Bank Austria AG. With nearly 16 years of banking experience, Olga is committed to connecting banks-clients with UniCredit banks.  🖇️ Find out more about Olga's journey, career and hobbies! Scroll through the carousel and read the article:  📌",0.5266,POSITIVE,0.9932
11/19/2024,UniCredit,"499,749 followers","🎉 Celebrating the first anniversary of the partnership between UniCredit Foundation and Teach For All!   📚 Together, we’re working to provide quality education to underserved schools across Europe, with the goal of reaching 83,000 students and training over 1,400 teachers by 2026.  🎓 Our mission remains clear: reduce educational disparities, prevent school dropout, and unlock the potential of Europe’s next generation.  🔎 Swipe through the carousel to discover the key moments and initiatives from our first year together.  📌",0.5268,POSITIVE,0.9975
11/19/2024,UniCredit,"499,749 followers","⛵ We have been proud to renew our long-standing support for Barcolana, renewing it with a focus on sustainability and inclusivity  ❤ Our partnership this year has aimed to demonstrate the value of sport as a tool to promote integration, socialisation, and mutual respect. For this reason we have sponsored the , an initiative that brought sailors and boats from the Hansa 303 and 2.4 classes to Trieste, competing in parasailing races on Monday, October 7, and Tuesday, October 8.  🌊 Following these races, on Wednesday, October 9, and Thursday, October 10, two promotional days were held during which instructors and experienced sailors accompanied people with disabilities for their “baptism of sailing,” giving them the opportunity to enjoy this wonderful experience.  🎙 Alongside the regattas, we also took part in the conference ""Inclusivity and strategies to make sea sports accessible to all""  📷 Check out the photos in today's gallery and read the article on One UniCredit!  📌",0.523,POSITIVE,0.9994
11/19/2024,UniCredit,"499,749 followers","🎶 Music and Magic at UniCredit Septemberfest 2024!    💃 This year’s UniCredit Septemberfest, held with theand, gave everyone a chance to experience the arts. From “Opera for All” to performances, small concerts, and interactive events, the weekend was filled with creativity and culture for all ages.  🎭 With ballet sessions, behind-the-scenes tours, and engaging activities, it was an unforgettable celebration of the arts.  📷 Relive the highlights with our photo recap.  📌",0.5042,POSITIVE,0.9998
11/19/2024,UniCredit,"499,749 followers","🌍 Join the  hashtag #UniCreditESGDay! Click here to register https://lnkd.in/d5deE5Mg  🤝 Be part of the conversation about the green transition and how to shape a better future  💡 What does a successful just and fair transition mean to you? From climate change to biodiversity loss, businesses must adapt to new ways of thinking, organising, and operating. But how can we balance opportunities with costs, and ensure all sectors play their part?  📌",0.5224,NEGATIVE,0.9283
11/19/2024,UniCredit,"499,749 followers","⏩ The third annual CEO Culture Progress Meeting gathered our Culture Sponsors and Champions from across all of UniCredit at the prestigious Strahov Monastery in Prague.  🤝 It was not only a moment to share best practices and reflect on our achievements, but also a time to discuss the next steps and how we can ensure that the future we are building together is sustainable for all.  🎙, our Group CEO and Head of Italy, commented: “In the last three and a half years, there was a lot of work for us to do internally. We needed to find our footing and show ourselves what we can do. I was convinced that this bank can be excellent, and it is. You made it a reality”.  🎙 “From the very start, we wanted this to be the Culture of UniCredit people, so no matter the country or department, people can rely on our cornerstones and feel pride, belonging and togetherness.” – said, Head of Group Culture and DE&I  📌",0.538,POSITIVE,0.9977
11/19/2024,UniCredit,"499,749 followers","🟢 Today, 10 October, UniCredit marks World Mental Health Day, with this year’s focus on mental health in the workplace, underscoring the critical importance of mental well-being in professional settings.  ✅ Raising awareness and openly addressing the importance of mental health helps reduce stigma and improves well-being at workplace.  ⏩ To support this, UniCredit has introduced a set of initiatives designed to empower our people to manage their mental and overall well-being. Among others, these include confidential psychological counseling, educational seminars, dedicated trainings, as well as flexible work arrangements to ensure a better work-life balance.  💡 Let’s shed light on mental health and the importance of holistic well-being! That’s why today the spire of our headquarters in Milan will be lit up green  📌",0.5182,POSITIVE,0.9339
11/19/2024,UniCredit,"499,749 followers","📅 UniCredit's teams are very pleased to partner the Sibos 2024 in Beijing from 21 to 24 October.   ⏩ Every year, Sibos is the privileged platform to explore partnerships and new solutions in Trade digitalization and cross border payments. Looking forward to discussing trends and business opportunities with our banking friends across the globe. Meet our teams at UniCredit booth J02.  🎙 We have a range of speakers this year as well who will provide their insights on the Sibos theme and address key issues around international payments, trade finance in times of economic and political turmoil and achieving a balance between technology and risk management.  👉 Find out more by scrolling the cards of our carousel  📌",0.5462,POSITIVE,0.9985
11/19/2024,UniCredit,"499,749 followers","🤝 In collaboration with Alpha Bank, we are continuing to advance the market in Greece, combining our expertise to redefine banking for our employees, customers, and communities. This partnership unlocks new opportunities as part of Europe's premier banking network.  ⏩ From 2nd to 3rd October, we were hosted in Alpha Bank’s headquarters in Athens. Our dynamic cooperation continues to evolve, with the next milestone being the launch of onemarkets Fund in Greece—a cutting-edge investment product available exclusively through Alpha Bank.  🎙, UniCredit Group CEO, noted: “In less than a year, we have accomplished three times more than what we had initially anticipated. The combined potential of what the two Banks can achieve together will astound many in the industry.”  🎙 Alpha Bank Group CEO, Dr.said: “The strategic alliance between Alpha Bank and UniCredit fosters the extroversion and competitiveness of Greek businesses, while also significantly expanding the investment options available to individuals.”  📌",0.5506,POSITIVE,0.9995
11/19/2024,UniCredit,"499,749 followers","🔒 October is Cybersecurity Month! How secure are your passwords? Many people still rely on weak, easily guessed ones.  🎬 In our latest TikTok video, we asked passersby to guess which password they thought was the most commonly used. Their answers might surprise you!  🤯 Now it’s your turn: check out the video here [] and vote below on which password you think is the most secure!  📌",0.5064,NEGATIVE,0.9142
