Date Posted,Source,Headline,Preview,Link,PTR Headline Sentiment,Flair Headline Outlook,Flair Headline Score,PTR Preview Sentiment,Flair Preview Outlook,Flair Preview Score
12/2/2024,The Drinks Business,Stoli Group’s US arm files for bankruptcy,https://www.thedrinksbusiness.com/2024/12/stoli-groups-us-arm-files-for-bankruptcy/,"The US subsidiary of Stoli Group, owner of Stoli vodka and Kentucky Owl Bourbon, has filed for chapter 11 bankruptcy protection,...",0.522,NEGATIVE,0.979,0.519,NEGATIVE,0.98
12/3/2024,Insurance Asia,RACQ Bank’s insurance arm sale heralds' step towards revenue stability: report,https://insuranceasia.com/news/racq-banks-insurance-arm-sale-heralds-step-towards-revenue-stability-report,Members Banking Group or RACQ Bank's decision to sell its underwriting insurance business will enhance its ability to support its banking...,0.523,POSITIVE,0.973,0.525,POSITIVE,0.725
12/3/2024,MarketBeat,"5,805 Shares in Arm Holdings plc (NASDAQ:ARM) Bought by Concentric Capital Strategies LP",https://www.marketbeat.com/instant-alerts/5805-shares-in-arm-holdings-plc-nasdaqarm-bought-by-concentric-capital-strategies-lp-2024-12-03/,"Concentric Capital Strategies LP bought a new position in shares of Arm Holdings plc (NASDAQ:ARM - Free Report) in the 3rd quarter,...",0.527,NEGATIVE,0.821,0.517,POSITIVE,0.81
12/3/2024,MSN,Weapons cache sufficient to arm small army unearthed under Danish chieftain's house,https://www.msn.com/en-us/news/world/weapons-cache-sufficient-to-arm-small-army-unearthed-under-danish-chieftain-s-house/ar-AA1vbvmV,Archaeologists in Denmark have uncovered a remarkable cache of over 100 ancient weapons buried beneath the house of an Iron Age chieftain.,0.505,POSITIVE,0.714,0.519,POSITIVE,0.935
12/2/2024,Daily Mail,Stable hand who is suing after claiming her arm was crippled in fall from 'dangerous' horse is caught playing,https://www.dailymail.co.uk/news/article-14148039/Doggy-daycare-boss-suing-racehorse-trainer-claims-arm-disabled-fall-accused-lying.html,"A former stable hand suing for £436,000 over claims her arm was crippled in a fall from a 'dangerous' horse has been accused of lying after...",0.499,NEGATIVE,0.985,0.508,NEGATIVE,0.989
12/2/2024,France 24,"Global arms sales surge in 2023, driven by wars and tensions in Asia",https://www.france24.com/en/europe/20241201-global-arms-sales-2023-ukraine-gaza-wars-asia,"Global arms sales rose 4.2% to $632 billion in 2023, driven by conflicts in Ukraine, Gaza, and Asian tensions, according to a report by the...",0.588,POSITIVE,0.982,0.561,POSITIVE,0.941
12/2/2024,The Mirror,Doggy daycare boss accused of lying about arm injury after video shows her walking husky,https://www.mirror.co.uk/news/uk-news/doggy-daycare-boss-accused-lying-34230705,"Hazel Boyd is accused of lying after she was filmed pulling a husky on a lead, despite claiming her arm had been badly injured in a fall...",0.503,NEGATIVE,0.999,0.525,NEGATIVE,0.92
11/5/2024,Morningstar,"Arm Beats Earnings, Shares Still Overvalued",https://www.morningstar.co.uk/uk/news/257013/arm-beats-earnings-shares-still-overvalued.aspx,"ARM reported solid results, once again, with fiscal second-quarter revenue of USD 844 million (£649 million), above management's guided range of USD 780...",0.547,NEGATIVE,0.771,0.537,NEGATIVE,0.98
12/3/2024,Hindustan Times,"Who is Sufiyan Muqeem, Pakistan's rare left-arm wrist-spin bowler who took 5/3 and sent Zimbabwe crashing to 57 all-out?",https://www.hindustantimes.com/cricket/who-is-sufiyan-muqeem-pakistan-rare-left-arm-wrist-spin-bowler-who-took-5-3-and-sent-zimbabwe-crashing-to-57-allout-101733232880678.html,Sufiyan Muqeem claimed a five-wicket haul for just three runs as Zimbabwe were bundled for their lowest T20I score - 57. | Crickit.,0.502,POSITIVE,0.919,0.504,POSITIVE,0.673
11/29/2024,BBC,MMA: Brendan Loughnane's extraordinary tales from a fighting life before PFL Finals,https://www.bbc.com/sport/mixed-martial-arts/articles/cly2wnp14plo,From fighting with a broken arm to competing at the last minute in pink swimming shorts - Brendan Loughnane relives moments from a...,0.503,POSITIVE,0.999,0.504,POSITIVE,0.743
11/27/2024,National Museum of the Royal Navy,Joint Tour of The Fleet Air Arm Museum & Navy Wings,https://www.nmrn.org.uk/events/joint-tour-fleet-air-arm-museum-navy-wings-1,Calling all historic aviation enthusiasts! You are invited to a special collaboration between the Fleet Air Arm Museum and Navy Wings.,0.509,POSITIVE,1.0,0.509,POSITIVE,0.966
12/2/2024,Reuters,"World's top 100 defence groups boost arms sales by 4% in 2023, think tank SIPRI says",https://www.reuters.com/business/aerospace-defense/worlds-top-100-defence-groups-boost-arms-sales-by-4-2023-think-tank-sipri-says-2024-12-01/,"The world's 100 biggest defence equipment makers increased their arms sales by 4.2% in 2023 to $632 billion, fuelled by wars and regional...",0.574,POSITIVE,0.973,0.559,POSITIVE,0.994
12/2/2024,Combat Sports UK,Alex Pereira Korea Adventure: Arm Wrestling Showdowns & Fan Encounters,https://www.combatsportsuk.co.uk/alex-pereira-korea-adventure-arm-wrestling-showdowns-fan-encounters/,"UFC champ Alex Pereira shines in Korea, dominating in a viral arm wrestle, exploring, and enjoying a break after 3 epic title defences.",0.505,POSITIVE,0.998,0.51,POSITIVE,0.952
12/3/2024,Military Africa,Bulgarian Kalandor to arm Nigeria’s T-128 ATAK helicopter,https://www.military.africa/2024/12/bulgarian-kalandor-to-arm-nigerias-t-128-atak-helicopter/,Bulgarian arms dealer Kalandor has been tasked by the Nigerian Air Force to source for Turkish weapons systems and ammunition for its new...,0.505,POSITIVE,0.998,0.508,POSITIVE,0.569
12/3/2024,The Economic Times,Phillip’s machine manufacturing arm will bring Titanium and other hi-tech materials to India,https://m.economictimes.com/tech/technology/phillips-machine-manufacturing-arm-will-bring-titanium-and-other-hi-tech-materials-to-india/articleshow/115940079.cms,"PMT is in the works to source titanium from international markets such as the US and Germany, while also exploring regional exports to make...",0.532,POSITIVE,0.998,0.561,POSITIVE,0.992
11/28/2024,Screen Rant,"I've Changed My Mind, The Thunderbolts* Director's Recent Comments About Bucky's Arm In The Dishwasher Have Me Hopeful Marvel Will Handle His Story Properly",https://screenrant.com/thunderbolts-bucky-arm-dishwasher-marvel-movie-story-director-op-ed/,Bucky Barnes pulling his metal Vibranium arm from a dishwasher was one of the few shots focused on Sebastian Stan's Marvel character in the...,0.513,POSITIVE,0.988,0.512,NEGATIVE,0.769
12/2/2024,Sharecast News,K3 Business Technology proposes sale of NexSys Solutions arm,https://www.sharecast.com/news/aim-bulletin/k3-business-technology-proposes-sale-of-nexsys-solutions-arm--18229346.html,K3 Business Technology has proposed the sale of its NexSys Solutions unit to Advent-backed software firm SYSPRO for £36.0m.,0.599,NEGATIVE,0.973,0.562,NEGATIVE,0.781
12/1/2024,Journée Mondiale,My skinny arms gained 2 inches in 30 days (here’s what I did),https://www.journee-mondiale.com/en/my-skinny-arms-gained-2-inches-in-30-days-heres-what-i-did/,"Discover the secrets to transforming skinny arms into sculpted, powerful limbs using upper body machines. Learn about the science behind arm...",0.502,NEGATIVE,1.0,0.505,NEGATIVE,1.0
12/3/2024,Nasdaq,"Notable ETF Inflow Detected - SOXL, ADI, ARM, ASX",https://www.nasdaq.com/articles/notable-etf-inflow-detected-soxl-adi-arm-asx,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the Direxion...",0.505,POSITIVE,0.639,0.509,NEGATIVE,0.561
12/3/2024,MarketBeat,Cerity Partners LLC Boosts Stock Position in Arm Holdings plc (NASDAQ:ARM),https://www.marketbeat.com/instant-alerts/cerity-partners-llc-boosts-stock-position-in-arm-holdings-plc-nasdaqarm-2024-12-03/,"Cerity Partners LLC grew its holdings in shares of Arm Holdings plc (NASDAQ:ARM - Free Report) by 141.2% in the third quarter, according to...",0.564,POSITIVE,0.998,0.543,POSITIVE,0.986
12/3/2024,BNN Bloomberg,Omers’ Private Equity Arm Buys IT Firm Integris From Frontenac,https://www.bnnbloomberg.ca/investing/2024/12/03/omers-private-equity-arm-buys-it-firm-integris-from-frontenac/,"Omers Private Equity is buying a majority stake in Integris, a US cybersecurity and IT consulting company, from Chicago-based Frontenac...",0.516,NEGATIVE,0.953,0.513,NEGATIVE,0.858
12/3/2024,The Economic Times,CCI clears ADIA arm’s investments in GMR Infra Enterprises,https://m.economictimes.com/industry/services/property-/-cstruction/cci-clears-adia-arms-investments-in-gmr-infra-enterprises/articleshow/115943813.cms,"The Competition Commission of India (CCI) has approved three transactions, including the subscription to optionally convertible debentures...",0.505,POSITIVE,0.96,0.553,POSITIVE,0.945
11/30/2024,Daily Mail,Miracle as Texas teen farmer survives freak accident that cost him his arm,https://www.dailymail.co.uk/news/article-14142601/Texas-teen-farmer-dead-burn-tractor-lost-arm.html,"Braycin Parrish, 17, has been left with horrendous burns, without an arm and some toes after he was almost fatally electrocuted while riding...",0.514,POSITIVE,1.0,0.512,NEGATIVE,0.975
12/3/2024,Yahoo Finance,"Zacks Investment Ideas feature highlights: Nvidia, Microsoft, Meta Platforms, Taiwan Semiconductor, Super Micro Computer, Vaneck Semiconductor ETF, Arm Holdings and Advanced Micro Devices",https://finance.yahoo.com/news/zacks-investment-ideas-feature-highlights-100000862.html,"Nvidia, Microsoft, Meta Platforms, Taiwan Semiconductor, Super Micro Computer, Vaneck Semiconductor ETF, Arm Holdings and Advanced Micro...",0.537,POSITIVE,0.998,0.521,POSITIVE,0.99
12/3/2024,NPR,U.S. will send Ukraine $725 million more in arms,https://www.npr.org/2024/12/03/g-s1-36575/us-ukraine-weapons,President Joe Biden has pledged to spend all of the military assistance funds Congress approved this year for Ukraine before the end of his...,0.59,NEGATIVE,0.989,0.513,POSITIVE,0.531
12/2/2024,ZDNet,This $28 'magic arm' makes taking pictures so much easier (and it's only $20 for Cyber Monday),https://www.zdnet.com/article/this-28-magic-arm-makes-taking-pictures-so-much-easier-and-its-only-20-for-cyber-monday/,"Forget tripods -- this concoction from SmallRig is a far better camera accessory, and it's on sale for Cyber Monday.",0.511,POSITIVE,1.0,0.51,POSITIVE,0.996
11/19/2024,University of Cambridge,Arm donates £3.5 million for Cambridge PhD students to study computer architecture and semiconductor design,https://www.cam.ac.uk/news/arm-donates-ps3-5-million-for-cambridge-phd-students-to-study-computer-architecture-and,"Arm is donating £3.5 million to enable 15 PhD students over the next five years to study at CASCADE, the University's new Computer...",0.55,POSITIVE,0.988,0.541,POSITIVE,0.993
07/31/2024,Arm Newsroom,Arm Holdings plc Reports Results for the First Quarter of the Financial Year Ended 2025,https://newsroom.arm.com/news/arm-holdings-plc-reports-results-for-the-first-quarter-of-the-financial-year-ending-2025,Arm today published a letter to its shareholders which contains the company's results for its fiscal first quarter of the financial year...,0.606,NEGATIVE,0.557,0.581,POSITIVE,0.581
12/3/2024,The New York Times,"U.S. Sending $725 Million in Arms to Ukraine, Including More Land Mines",https://www.nytimes.com/2024/12/02/us/politics/ukraine-weapons-shipments.html,"The package, the largest since April, comes amid deep concerns in Ukraine that the Trump administration may cut off aid.",0.563,NEGATIVE,0.988,0.516,NEGATIVE,0.862
11/27/2024,Financial Times,US to approve $680mn arms sale to Israel,https://www.ft.com/content/878aeb76-a9f5-4437-8069-e9dc7fd8b4f9,"US President Joe Biden has provisionally approved a $680mn weapons sale to Israel, a fresh shipment of precision weapons that Israeli Prime...",0.522,NEGATIVE,0.946,0.508,POSITIVE,0.921
12/2/2024,Middle East Monitor,Global arms sales rise driven by escalating conflicts,https://www.middleeastmonitor.com/20241202-global-arms-sales-rise-driven-by-escalating-conflicts/,"Sales revenue for the world's largest 100 arms makers rose 4.2 per cent year-on-year to $632 billion in 2023, an international think tank...",0.602,NEGATIVE,0.945,0.569,NEGATIVE,0.705
12/3/2024,WV News,Intel's Real Threat: ARM? Per Liftr Insights data,https://www.wvnews.com/news/around_the_web/partners/pr_newswire/industry/computer_electronics/intels-real-threat-arm-per-liftr-insights-data/article_d0137126-c65d-5c2a-ab56-5c8f92e60c27.html,"Liftr Insights data shows the impact of ARM on Intel, especially with the introduction of Azure Cobalt and Google Axion.",0.542,NEGATIVE,0.985,0.518,POSITIVE,0.917
12/2/2024,Voice of America,"Wars, regional tensions boost sales for major arms suppliers",https://www.voanews.com/a/wars-regional-tensions-boost-sales-for-major-arms-suppliers/7883623.html,"Sales of arms and military services by the world's 100 largest arms companies totaled $632 billion last year, up 4.2%, according to a new...",0.568,NEGATIVE,0.945,0.545,NEGATIVE,0.83
12/3/2024,Business Daily,"Bondholders, Stanbic lose billions as ARM Cement saga ends",https://www.businessdailyafrica.com/bd/corporate/companies/bondholders-stanbic-lose-billions-as-arm-cement-saga-ends-4844626,Liquidators say assets sales raised enough to fully settle arrears relating to ARM Cement employees' dues and statutory deductions.,0.504,NEGATIVE,0.996,0.516,NEGATIVE,0.959
11/12/2024,Arm Newsroom,Equal1’s Quantum Computing Breakthrough with Arm Technology,https://newsroom.arm.com/blog/pushing-quantum-computing-boundaries-with-arm-equal1,"By integrating Arm Cortex processors at cryogenic temperatures, Equal1 is pushing the boundaries of practical, scalable quantum computing.",0.546,POSITIVE,0.999,0.51,POSITIVE,0.947
12/2/2024,China Daily,China firmly opposes US arm sales to Taiwan region,https://www.chinadaily.com.cn/a/202412/02/WS674d77d9a310f1265a1d09e5.html,The Chinese Ministry of National Defense expressed strong dissatisfaction and firm opposition to the latest round of United States arms...,0.595,NEGATIVE,0.997,0.506,NEGATIVE,0.582
12/3/2024,WSJ,Cyberattack and Financial Troubles Force Stoli’s U.S. Arm to File for Bankruptcy,https://www.wsj.com/articles/cyberattack-and-financial-troubles-force-stolis-u-s-arm-to-file-for-bankruptcy-230f32f8,"The U.S. arm of spirits maker Stoli Group filed for bankruptcy late last week, citing an August cyberattack as a contributing factor.",0.511,NEGATIVE,0.937,0.51,NEGATIVE,0.915
11/5/2024,Financial Times,How Arm could be the unexpected winner of the AI investment boom,https://www.ft.com/content/80a1e79e-b662-40e9-9b41-6d1070f694a8,Shares in Arm have nearly tripled since the SoftBank-backed company went public last year and it is now valued at around $157bn.,0.564,POSITIVE,0.911,0.507,POSITIVE,0.9
12/2/2024,MercoPress,Biden pardons son on arm and tax evasion charges,https://en.mercopress.com/2024/12/02/biden-pardons-son-on-arm-and-tax-evasion-charges,"Backtracking on his own words, US President Joseph Biden Sunday announced he had pardoned his son Hunter on two criminal charges,...",0.506,POSITIVE,0.503,0.508,NEGATIVE,0.778
08/13/2024,Morningstar,Is Arm Stock a Buy After Earnings?,https://www.morningstar.co.uk/uk/news/253139/is-arm-stock-a-buy-after-earnings.aspx,"Financial Strength. We think Arm is financially healthy, with $1.6 billion of cash on hand and no debt. According to its IPO filing, the firm...",0.716,NEGATIVE,0.994,0.592,NEGATIVE,0.994
