date,text,PTR Sentiment,Flair Sentiment,Flair Score,Repost,Hastags
2024-11-06T19:00:30.000Z,"Simulation is a key enabler for embodied AI.It allows us to massively scale up data collection in order to experience years in minutes. Nvidia's Isaac Lab allows for rapid learning of new skills in just a few days, which directly transfer to the real world.",0.5552,POSITIVE,0.9999,0,[]
2024-11-09T00:29:24.000Z,"Hugging Face and NVIDIA are teaming up to advance robotics. By combining @HuggingFace's LeRobot with @NVIDIAAI, @NVIDIAOmniverse, and #robotics technology, we're enabling researchers & developers to innovate. https://blogs.nvidia.com/blog/hugging-face-lerobot-open-source-robotics?ncid=so-twit-195107-vt48…#CoRL2024",0.5217,POSITIVE,0.9965,0,"['#robotics', '#CoRL2024']"
2024-11-06T19:00:00.000Z,"Kick-start your #humanoid robot development journey with NVIDIA Project GR00T. Discover the latest workflows to help you create more intelligent, adaptive, and capable humanoid robots.  https://nvda.ws/48BLWoc#CoRL2024",0.5165,POSITIVE,0.9992,0,"['#humanoid', '#CoRL2024']"
2024-10-30T18:18:02.000Z,"Explore @Avrideai's latest delivery robots, powered by NVIDIA Jetson Orin. Learn more about their capabilities and how they're enhancing delivery efficiency.",0.5233,POSITIVE,0.9988,0,[]
2024-10-29T12:13:55.000Z,"Dive into the future of smart cities with NVIDIA and @DellTech at #SCEWC24 next week. Join us for insightful sessions on generative AI, digital twins, AI adoption, scaling AI, and more.Find us at the Dell Booth in Hall 3, D101.Learn more > https://nvda.ws/3RIdqCr",0.548,POSITIVE,0.9797,0,['#SCEWC24']
2024-10-25T18:21:41.000Z," Check out the 14 #NVIDIAResearch papers for #CoRL2024 that showcase cutting-edge developments in robotic manipulation, learning, and planning, emphasizing the integration of simulation, imitation, reinforcement learning, and innovative frameworks to tackle complex challenges",0.5041,POSITIVE,0.9992,0,"['#NVIDIAResearch', '#CoRL2024']"
2024-10-24T22:57:42.000Z,Have you met this OpenUSD All-Star? Emily Boehmer used #OpenUSD to create photorealistic #3D assets for synthetic data in #AI training.This allowed her to adapt models while ensuring consistency & enhancing testing for autonomous robots on the #NVIDIAIsaacSim platform.,0.5187,POSITIVE,0.9996,0,"['#OpenUSD', '#3D', '#AI', '#NVIDIAIsaacSim']"
2024-10-28T15:33:52.000Z,"Learn how cities are using technology to enhance affordability, inclusivity, and access on November 5 at #SCEWC24. Hear from the experts on bridging the digital divide and overcoming systemic inequalities. Join the roundtable in Hall 3 at 4:15 p.m. https://nvda.ws/3RIdqCr",0.5313,POSITIVE,0.9842,0,['#SCEWC24']
2024-10-26T04:44:57.000Z,"At Addverb, we’re revolutionising robotics with @nvidia Isaac and Jetson! Dive into our latest blog to see how these cutting-edge technologies are reshaping the future of automation. Read more:https://addverb.com/addverb-leverages-nvidia-isaac-and-jetson-in-robotic/…#Robotics #Innovation #Automation #NVIDIA #NvidiaAiSummit",0.5226,POSITIVE,0.9247,0,"['#Robotics', '#Innovation', '#Automation', '#NVIDIA', '#NvidiaAiSummit']"
2024-10-28T16:17:28.000Z,"Join our partner, @siliconhighway, at the Smart Cities Expo to witness live NVIDIA-based demos in action.",0.53,POSITIVE,0.9961,0,[]
2024-10-24T15:24:31.000Z,"Hear about the latest trends in smart spaces, watch NVIDIA demos for visual AI agents, visit our partners on the showfloor, and connect with NVIDIA experts.Be part of the conversation at #SCEWC24. https://nvda.ws/3RIdqCr",0.5298,POSITIVE,0.6403,0,['#SCEWC24']
2024-10-24T06:40:30.000Z,"Just announced at NVIDIA #AISummit in India Industrial powerhouses including @OlaElectric, @RIL_Updates, @TCS, and @tech_mahindra are utilizing #NVIDIAOmniverse to accelerate factory planning & operations with #DigitalTwins and #GenerativeAI. https://nvda.ws/4e4H4sW",0.528,POSITIVE,0.9862,0,"['#AISummit', '#NVIDIAOmniverse', '#DigitalTwins', '#GenerativeAI']"
2024-10-22T01:09:30.000Z,"Join NVIDIA's Amit Goel for an upcoming panel at #TEDAI 2024, where he will discuss the future of #robotics and #AI.",0.5445,POSITIVE,0.9344,0,"['#TEDAI', '#robotics', '#AI']"
2024-10-21T20:54:56.000Z,"Rev Lebaredian, NVIDIA’s VP of Omniverse and Simulation Technology will be speaking at the upcoming #AIRoboticsSummit24 hosted by @scsp_ai on Oct 23, in Washington D.C.This event is perfect for conversations about #AI and #robotics innovation. Visit: https://nvda.ws/4dUyBZ9",0.5304,POSITIVE,0.9968,0,"['#AIRoboticsSummit24', '#AI', '#robotics']"
2024-10-18T20:40:22.000Z,Will you be attending ROSCon next week? Discover how you can get engaged with us.,0.5475,POSITIVE,0.9982,0,[]
2024-10-17T14:28:37.000Z,"Join us at #SCEWC24 for an exclusive look at NVIDIA’s AI breakthroughs. See live demos on sustainability and innovation in urban environments, explore real-world solutions, and learn how industry leaders are shaping smart spaces.Register now > https://nvda.ws/3RIdqCr",0.5282,POSITIVE,0.7887,0,['#SCEWC24']
2024-10-17T20:26:51.000Z,"Discover how Fudan University researchers are revolutionizing the treatment of brain diseases like Parkinson’s, epilepsy, and depression using the #NVIDIAJetson platform.  Learn more ",0.505,POSITIVE,0.985,0,['#NVIDIAJetson']
2024-10-17T16:21:57.000Z," Did you know that 85% of ocean litter is plastic? Clearbot, powered by #NVIDIAJetson, is tackling this issue head-on by autonomously cleaning waterways with energy-efficient #AI, removing trash before it reaches the oceans.Learn more ",0.5252,POSITIVE,0.626,0,"['#NVIDIAJetson', '#AI']"
2024-10-16T22:55:41.000Z,"If you weren’t able to attend NVIDIA's AI Summit in Washington DC, check out this curated playlist to explore how NVIDIA and partners are advancing #robotics and #edgeAI solutions. Watch on demand: https://nvda.ws/3UarIfr",0.5406,POSITIVE,0.9943,0,"['#robotics', '#edgeAI']"
2024-10-15T16:13:51.000Z,"Attending #ROSCon2024 in Denmark? Don't miss the ""Nav2 User Meetup"" with Steve Macenski from Open Navigation LLC on Oct 21. Connect with fellow roboticists, get the latest updates, and explore Nav2. On Oct 23, discover the new autonomous docking package. https://nvda.ws/3BK6Ghf",0.5194,POSITIVE,0.9915,0,['#ROSCon2024']
2024-10-10T22:00:04.000Z,Thank you for an incredible #AIsummit Washington D.C.  Don't miss your chance to access virtual sessions before registration closes today at 11:59 p.m. EDT.   https://nvda.ws/4f1QJSa,0.5317,NEGATIVE,0.9187,0,['#AIsummit']
2024-10-11T17:47:06.000Z,"ICYMI: Explore #NVIDIAIsaacSim, the cutting-edge robotic simulation platform built on #OpenUSD.Discover how developers can enhance their robotic systems with powerful simulation workflows.https://nvda.ws/3zLyukV",0.5089,POSITIVE,0.9983,0,"['#NVIDIAIsaacSim', '#OpenUSD']"
2024-10-07T17:47:17.000Z,"Explore how the AIoT platform, powered by #NVIDIAJetson and TAO, studies Antarctic moss. @saef_arc scientists utilize #visionAI for real-time moss health monitoring, optimizing data processing for sharper environmental insights.",0.5114,POSITIVE,0.9989,0,"['#NVIDIAJetson', '#visionAI']"
2024-10-03T22:50:23.000Z,"See what @RevLebaredian is calling “the most impactful and transformational technology the world has ever seen.""",0.5395,POSITIVE,0.9982,0,[]
2024-10-02T15:57:28.000Z,"NV-CLIP NIM microservice, a cutting-edge multimodal foundation model, is now generally available.  Designed to generate image and text embeddings, it can be used for multimodal search, zero-shot classification, and more. #computervisionTry now. https://nvda.ws/3Bs6YJL",0.5056,POSITIVE,0.9957,0,['#computervisionTry']
2024-10-01T17:07:37.000Z,"NVIDIA's Academic Grant Program now accepting its 2nd round of proposals in: Data Science Graphics & Vision Edge AI#GenAI, #LLM, and Simulation & Modeling proposals are still welcome. Apply now, deadline is Dec 31: https://nvda.ws/4dpBtgp #NVIDIAAcademicGrant",0.5229,POSITIVE,0.988,0,"['#GenAI', '#LLM', '#NVIDIAAcademicGrant']"
2024-09-30T12:30:10.000Z,"Learn how to visualize an Isaac Sim simulation in real time using Foxglove’s custom extension. Let's go!  Many robotics engineers use @nvidia Omniverse’s popular Isaac Sim to simulate and test robotic systems in a realistic 3D environment, enabling effective algorithm",0.5167,POSITIVE,0.9996,0,[]
2024-09-27T08:02:45.000Z,"We’re thrilled to introduce @nvidia as one of the founder members of the Airports AI Alliance!As a global leader in #AI computing, NVIDIA is enabling smarter and safer operations for #airports across the globe.Welcome aboard, NVIDIA!#AirportsAIAlliance #SmartAirports",0.5561,POSITIVE,0.9911,0,"['#AI', '#airports', '#AirportsAIAlliance', '#SmartAirports']"
2024-09-25T17:02:51.000Z,Rethink AV development with AV foundation models with NVIDIA’s Marco Pavone at tomorrow’s keynote presentation at ICRA's 40th anniversary.https://nvda.ws/3ZCPB2Q,0.5055,POSITIVE,0.9937,0,[]
2024-09-24T22:30:39.000Z,"Discover the future of #robotics and how our 3 computers are revolutionizing humanoid robot development in @GeneD5's latest piece for @therobotreport, featuring an interview with Deepu Talla. ",0.5084,POSITIVE,0.9955,0,['#robotics']
2024-09-19T20:02:19.000Z,"Don't miss the #AIsummit special address from NVIDIA's Bob Pette. You’ll learn how our accelerated computing platform is delivering breakthrough performance in the next wave of #AI, sensor processing, digital twins, cybersecurity, autonomous systems, sustainable computing, and",0.5307,POSITIVE,0.9996,0,"['#AIsummit', '#AI']"
2024-09-23T21:24:02.000Z,Where is RoboGPT?  Our own @Dieter Fox will discuss just where he thinks we are with it at #ICRA’s 40th anniversary tomorrow. https://nvda.ws/3Xu8v9a,0.5012,POSITIVE,0.9799,0,['#ICRA']
2024-09-09T21:07:09.000Z,"Don’t miss out.  Join us tomorrow for a webinar to learn how NVIDIA NIM accelerates the path to production for VLMs and visual AI agents, from cloud to edge. Register now > https://nvda.ws/4ejnBFh",0.5261,POSITIVE,0.991,0,[]
2024-09-05T16:32:08.000Z,"Join us at the upcoming Edge AI Summit hosted by @LannerInc.Discover revolutionary Edge solutions for AI-powered #NetworkSecurity, #VisionAI, and #Telco Intelligence. Gain insights from NVIDIA industry leaders Alvin Clark and Elad Blatt and see real-world AI apps from solution",0.5514,POSITIVE,0.996,0,"['#NetworkSecurity', '#VisionAI', '#Telco']"
2024-09-04T16:10:43.000Z,"Are you planning to attend #RoboBusiness in Santa Clara on October 16-17? Don't miss the keynote panel ""Driving the Future of Robotics Innovation"" on October 16 at 10:30 am PT, featuring NVIDIA, Amit Goel, and experts from @ABBRobotics, DHL, and @Teradyneinc discussing the",0.511,POSITIVE,0.5253,0,['#RoboBusiness']
2024-09-03T17:24:02.000Z,Learn how to simplify camera calibration with real and synthetic data to enhance the accuracy of your #AI-powered multi-camera tracking system.  https://nvda.ws/3ZbyRQ6,0.5258,POSITIVE,0.9793,0,['#AI']
2024-08-30T20:15:35.000Z,"ICYMI: Discover how developers are enhancing their #OpenUSD workflows with NVIDIA NIM Microservices. See how USD Code, USD Search, and USD Validate are transforming 3D environment creation using #generativeAI copilots & agents. https://nvda.ws/4cFLLc4",0.5154,POSITIVE,0.9942,0,"['#OpenUSD', '#generativeAI']"
2024-08-30T20:41:47.000Z,"Join us on Sept. 19 at 10 AM PT for a deep dive into @milestonesys AI-Bridge, and discover how #visionAI solution providers like @IronYunInc and @LannerInc are leveraging this innovation to advance their AI apps.  Register Now  https://pardot.milestonesys.com/ams-developer-community-ai-bridge…",0.5369,POSITIVE,0.9803,0,['#visionAI']
2024-08-30T18:08:01.000Z,"Learn more about the NVIDIA Jetson AGX Orin and see why it's known as the leading platform for running transformer models like GPT-J, vision transformers, and stable diffusion at the edge.",0.5182,POSITIVE,0.9997,0,[]
2024-08-15T14:39:01.000Z,"Register now for Imagine!Join us on 9/24 to learn how leading enterprises are solving their biggest challenges with edge AI. Hear from @Arm, @nvidia, @Capgemini, @Halmaplc, and more on the latest features, innovations, and best practices in edge AI.",0.5452,POSITIVE,0.9622,0,[]
2024-08-29T22:07:52.000Z,Take a deep dive with Walt Disney Imagineering on their robotic character platform that enables the rapid design of legged robotic characters. Replay this on-demand session from #OpenUSD Day at #SIGGRAPH2024 and learn about the first characters developed with Disney’s,0.5135,POSITIVE,0.9929,0,"['#OpenUSD', '#SIGGRAPH2024']"
2024-08-28T19:20:05.000Z,"Introducing NVIDIA TAO 5.5: A powerful training framework with new foundation models, multi-modal sensor fusion, and advanced features like text prompt-based auto-labeling and knowledge distillation. #NVIDIAMetropolisRead the blog  https://nvda.ws/3AIuYb4",0.5295,POSITIVE,0.9976,0,['#NVIDIAMetropolisRead']
2024-08-28T16:58:11.000Z,"NVIDIA Jetson AGX Orin is revolutionizing #edgeAI and #robotics. Capable of running diverse models such as LLMs, vision transformers, and Stable Diffusion locally, it turns sensor data into real-time, actionable insights. In the latest MLPerf benchmarks, Jetson AGX Orin",0.5135,POSITIVE,0.9998,0,"['#edgeAI', '#robotics']"
2024-08-26T18:36:19.000Z,"Explore how NVIDIA NIM accelerates the production of VLMs and #visualAI agents, from cloud to far-edge. Register for the webinar: https://nvda.ws/46ZsKQF",0.5138,POSITIVE,0.9993,0,['#visualAI']
2024-08-14T11:45:47.000Z," #NewProject: reComputer Jetson for Beginners! Unlock the full potential of NVIDIA Jetson with our comprehensive guide—AI fundamentals, hardware & software, and many more. Start building industry-grade workflows! https://github.com/Seeed-Projects/reComputer-Jetson-for-Beginners… Join us, share your ideas, and",0.5344,POSITIVE,0.9946,0,['#NewProject']
2024-07-29T18:40:23.000Z,Attention #ROS on Windows usersWindows 10 goes end-of-life in 2025 and we're re-evaluating how we support ROS in Windows 11.We're asking all ROS on Windows users to take a short survey so we can better understand our Windows users.,0.5104,NEGATIVE,0.9994,0,['#ROS']
2024-08-12T22:29:58.000Z,"Discover Karl Freund's insightful @Forbes article on the rise of physical AI in #robotics.Learn how major companies are leveraging NVIDIA technologies to revolutionize the industry, highlighting key advancements and innovations. https://nvda.ws/4cicpYg",0.5313,POSITIVE,0.9743,0,['#robotics']
2024-08-09T20:58:20.000Z,"Discover a collection of #NVIDIAMetropolis reference workflows that use NVIDIA NIM to build visual AI agents to deliver rich, interactive visual perception capabilities for a range of industries. https://nvda.ws/3AjJHJi",0.5281,POSITIVE,0.9996,0,['#NVIDIAMetropolis']
2024-08-09T16:41:00.000Z,"Watch Jim Fan from NVIDIA Research as he explores the newest tools crafted for humanoid and robot developers, aimed at enhancing the efficiency of AI model development. #robotics  https://nvda.ws/3LYlL0r",0.53,POSITIVE,0.9999,0,['#robotics']
2024-08-08T23:41:46.000Z,"Silicon Valley startup, @Figure_robot, unveils their next-gen industrial humanoid robot Figure 02, built using Isaac Sim for #syntheticdata and #generativeAI model training.  https://nvda.ws/3ywjfLX#NVIDIAInception",0.5108,POSITIVE,0.9587,0,"['#syntheticdata', '#generativeAI', '#NVIDIAInception']"
2024-08-08T15:54:03.000Z,Starting in a few minutes. ,0.49,POSITIVE,0.7139,0,[]
2024-08-06T22:54:16.000Z,"#ICYMI – Discover the new Nav2 docking feature designed to improve robot uptime, and explore how you can enhance and extend your software with your own pose detection algorithms. Register now to learn more  https://nvda.ws/4fxIONk",0.528,POSITIVE,0.9745,0,['#ICYMI']
2024-07-30T21:20:14.000Z,Vision Language Models (VLMs) understand natural language prompts and perform visual question answering. Learn how you can build VLM-powered visual AI agents for a wide range of apps.  https://nvda.ws/4c6p3cR#SIGGRAPH2024,0.5126,POSITIVE,0.9876,0,['#SIGGRAPH2024']
2024-08-01T19:57:15.000Z,".@augmented_ai , an #NVIDIAMetropolis partner, has integrated #NVIDIANIM in its AI Studio platform to enhance #generativeAI application development.",0.56,POSITIVE,0.9994,0,"['#NVIDIAMetropolis', '#NVIDIANIM', '#generativeAI']"
2024-08-01T15:37:52.000Z,"18 of our Inception members and partners were featured at the NVIDIA Startup Innovation Zone at #SIGGRAPH2024. We're grateful to partner with #startups leveraging #NVIDIA technologies for groundbreaking innovations in computer graphics, visualization, and more.",0.5243,POSITIVE,0.998,0,"['#SIGGRAPH2024', '#startups', '#NVIDIA']"
2024-07-30T15:06:30.000Z,"Exciting updates on Project GR00T! We discover a systematic way to scale up robot data, tackling the most painful pain point in robotics. The idea is simple: human collects demonstration on a real robot, and we multiply that data 1000x or more in simulation. Let’s break it down:",0.5129,POSITIVE,0.9934,0,[]
2024-07-24T18:29:09.000Z,"As AI is implemented in our daily lives, engaging with #robots and autonomous vehicles safely will become more important. RSS’s  best paper from @StanfordAILab and @NVIDIAAIDev presents a framework designed to improve the trustworthiness of dynamic robotic systems under",0.5279,POSITIVE,0.9974,0,['#robots']
2024-07-24T16:11:01.000Z,Discover how Walt Disney Imagineering is redefining immersive entertainment with their robotic character platform during #OpenUSD Day at #SIGGRAPH2024.Witness the incredible BDX series droids brought to life using deep reinforcement learning & GPU-accelerated simulation.,0.5061,POSITIVE,0.9997,0,"['#OpenUSD', '#SIGGRAPH2024']"
2024-07-23T16:25:47.000Z,Join this webinar with Steve M. from Open Navigation on August 8 at 9 am PT.  Explore the new Nav2 docking feature to enhance robot uptime and how you can improve and extend your software using your own pose detection algorithms. Register Now  https://nvda.ws/3YfhMEk,0.5416,POSITIVE,0.9839,0,[]
2024-07-19T15:28:13.000Z,". @NVIDIA CEO and founder Jensen Huang is taking the main stage at #SIGGRAPH2024 with two exciting fireside chats on AI, computing, and more. Hear from Jensen in this blog for a sneak peek into what you can look forward to during his keynote conversations.",0.5329,POSITIVE,0.9813,0,['#SIGGRAPH2024']
2024-07-18T18:57:47.000Z,"Join us at #SIGGRAPH2024 as @WPP's Perry Nightingale reveals how robotics, #OpenUSD, and #AI are revolutionizing the content creation pipeline for major global brands. https://nvda.ws/466tfYO",0.5279,POSITIVE,0.9928,0,"['#SIGGRAPH2024', '#OpenUSD', '#AI']"
2024-07-16T23:44:34.000Z," Attention Developers!Attend the #OpenUSD Developer Meetup at #SIGGRAPH2024 to build lasting relationships with other industry leaders, share insights, and inspire each other through shared experiences.https://nvda.ws/3zHpKvD",0.5176,POSITIVE,0.9911,0,"['#OpenUSD', '#SIGGRAPH2024']"
2024-07-16T17:36:39.000Z,"You can run #OLLAMA on your #JetsonOrin with just a few commands! Try a variety of #generativeAI large language models at your fingertips, all at the edge. https://nvda.ws/3W4Gi8w",0.5034,POSITIVE,0.9472,0,"['#OLLAMA', '#JetsonOrin', '#generativeAI']"
2024-07-15T17:28:05.000Z,We’re excited to announce that our CEO Jensen Huang will be joined by @Meta CEO Mark Zuckerberg to discuss how research enables AI breakthroughs at #SIGGRAPH2024. Attend the discussion to learn about the intersection of #generativeAI and virtual worlds. https://nvda.ws/3W3nOoI,0.5207,POSITIVE,0.9046,0,"['#SIGGRAPH2024', '#generativeAI']"
2024-07-12T16:13:49.000Z,Learn how to fine-tune re-ID model with #syntheticdata to improve the accuracy and reliability of your multi-camera tracking system. Read the blog > https://developer.nvidia.com/blog/enhance-multi-camera-tracking-accuracy-by-fine-tuning-ai-models-with-synthetic-data/?ncid=so-twit-741408-vt42…,0.5241,POSITIVE,0.932,0,['#syntheticdata']
2024-07-11T22:17:26.000Z,Visual AI Agents are helping streamline operations across a range of industries. #NVIDIAMetropolis reference workflows bring these Visual AI Agents to life powered by Vision Language Models (VLM) and #NVIDIANIM. Build your own Visual AI Agent in minutes. https://github.com/NVIDIA/metropolis-nim-workflows…,0.5391,POSITIVE,0.9993,0,"['#NVIDIAMetropolis', '#NVIDIANIM']"
2024-06-26T18:55:00.000Z,"Discover the latest breakthroughs in #generativeAI, digital twins, research, #OpenUSD, robotics, and more at #SIGGRAPH2024 with @NVIDIA.Join us July 28–August 1 as we explore the intersection of #AI and graphics.",0.5371,POSITIVE,0.9978,0,"['#generativeAI', '#OpenUSD', '#SIGGRAPH2024', '#AI']"
2024-06-28T18:45:00.000Z,"Join NVIDIA Founder and CEO Jensen Huang and @WIRED's Lauren Goode in an insightful fireside chat to discover how #generativeAI and accelerated computing are transforming industries. Monday, July 29, 2:30 p.m. MT at #SIGGARPH2024.",0.5354,POSITIVE,0.7361,0,"['#generativeAI', '#SIGGARPH2024']"
2024-06-26T19:00:01.000Z,"Discover the latest breakthroughs in #generativeAI, digital twins, research, #OpenUSD, robotics, and more at #SIGGRAPH2024 with @NVIDIA.Join us July 28–August 1 as we explore the intersection of #AI and graphics. https://nvda.ws/3XAAOVj",0.5309,POSITIVE,0.998,0,"['#generativeAI', '#OpenUSD', '#SIGGRAPH2024', '#AI']"
2024-06-27T17:32:51.000Z,#NVIDIAMetropolis multi-camera tracking workflow offers cloud-native microservices for the development pipeline — from #simulation to model training to development — to build complex #visionAI apps for large spaces. Now available for quick start on AWS.,0.5108,POSITIVE,0.9977,0,"['#NVIDIAMetropolis', '#simulation', '#visionAI']"
2024-06-20T16:00:00.000Z,"Explore building intelligent traffic applications with Jetson Platform Services in JetPack 6.0, using the YOLOv8 object detection model and APIs to generate insights such as vehicle counts and traffic heatmaps.",0.524,POSITIVE,0.9991,0,[]
2024-06-18T16:26:11.000Z,"The NVIDIA JetPack 6 SDK is now production-ready.  It features enhanced #AI compute, expanded Linux distro options, improved security, and Jetson Platform Services with pre-built microservices to accelerate AI development on Jetson Orin.",0.5569,POSITIVE,0.9989,0,['#AI']
2024-06-17T16:43:34.000Z,LimX Dynamics today announced it is adopting the latest NVIDIA Isaac Sim robotic simulator to further harness reinforcement learning (RL) to enhance humanoid robots for general-purpose applications.@NVIDIARobotics #CVPR2024 #robotics #IsaacSim https://linkedin.com/posts/limx-dynamics_cvpr2024-robotics-activity-7208498627034374146-qvE7?utm_source=share&utm_medium=member_desktop…,0.5179,POSITIVE,0.5261,0,"['#CVPR2024', '#robotics', '#IsaacSim']"
2024-06-17T17:15:10.000Z,"For the 8th year, NVIDIA is helping researchers & developers advance the development of smart city and industrial automation solutions in the AI City Challenge.At #CVPR2024, teams tested their #AI models on the largest synthetic datasets generated using #NVIDIAOmniverse. ",0.5698,POSITIVE,0.9986,0,"['#CVPR2024', '#AI', '#NVIDIAOmniverse']"
2024-06-17T18:01:46.000Z," Learn about the @BostonDynamics, NVIDIA, and The AI Institute collaboration that enables roboticists and researchers to seamlessly deploy quadrupeds from the virtual to the real world with NVIDIA Isaac Lab.",0.5444,POSITIVE,0.9989,0,[]
2024-06-17T16:28:30.000Z,"Supercharge #robotics workflows with the latest release of Isaac Sim 4.0, which includes NVIDIA PhysX 5.4 and Isaac Lab, bringing powerful new features and #AI enhancements to robotics simulation. ",0.5497,POSITIVE,0.9998,0,"['#robotics', '#AI']"
2024-06-17T16:12:31.000Z,Introducing #NVIDIAOmniverse Cloud Sensor RTX This set of microservices generates synthetic data to speed up #AI development of fully autonomous machines of every kind.,0.5281,POSITIVE,0.9998,0,"['#NVIDIAOmniverse', '#AI']"
2024-06-03T16:40:00.000Z,".@HonHai_Foxconn is reaching new levels of automation and industrial efficiency using its #OpenUSD-based #DigitalTwin, powered by @NVIDIAOmniverse.  #COMPUTEX24",0.5447,POSITIVE,0.9867,0,"['#OpenUSD', '#DigitalTwin', '#COMPUTEX24']"
2024-06-04T21:49:17.000Z,JetPack 6.0 is now GA.  Learn how NVIDIA JetPack SDK expands the Jetson platform's flexibility and scalability with microservices and a host of new features.,0.544,POSITIVE,0.9977,0,[]
2024-06-04T18:15:43.000Z,"A major platform update to NVIDIA IGX—announced at #COMPUTEX2024—brings production-ready NVIDIA #AI Enterprise IGX, support for NVIDIA RTX 6000 Ada dGPU, expansion of IGX systems, and more.",0.5552,POSITIVE,0.9995,0,"['#COMPUTEX2024', '#AI']"
2024-06-04T16:25:04.000Z,"Explore how the #NVIDIAIsaac platform is revolutionizing #robotics with advanced capabilities in perception, simulation, navigation, and more. Check out Isaac Perceptor & Manipulator to begin building your #AI-enabled robots.  https://nvda.ws/3XrmIpl#COMPUTEX2024",0.5206,POSITIVE,0.978,0,"['#NVIDIAIsaac', '#robotics', '#AI', '#COMPUTEX2024']"
2024-06-04T15:00:00.000Z,"Implementing multi-camera tracking apps just got easier.  Try the new reference workflow that accelerates advanced #visionAI apps from data generation and model training to deployment, enhancing efficiency in large spaces. https://nvda.ws/3x5kqBl#COMPUTEX2024",0.526,POSITIVE,0.9176,0,"['#visionAI', '#COMPUTEX2024']"
2024-06-03T16:36:06.000Z,ArcBest announced the continued collaboration with @NVIDIARobotics to adopt the Isaac 3D perception robotics platform in its Vaux Smart Autonomy robot software. Read more updates in our recent blog post: https://bit.ly/3wQj2m9,0.5162,POSITIVE,0.9213,0,[]
2024-06-03T21:44:41.000Z,Learn how leading Taiwanese electronics companies are advancing automation for manufacturing by integrating #generativeAI and computer vision with #NVIDIAMetropolis and NIMs. https://nvda.ws/4bWtW8Q#COMPUTEX2024 @HonHai_Foxconn @WistronAiEDGE,0.5166,POSITIVE,0.9842,0,"['#generativeAI', '#NVIDIAMetropolis', '#COMPUTEX2024']"
2024-11-26T00:18:19.000Z,"What is robotics simulation? Discover how it enables developers to train, test, and validate virtual #robots before they are deployed for real-world use cases.",0.5177,POSITIVE,0.9943,0,['#robots']
2024-11-22T21:14:41.000Z,"What is #physicalAI?  Also known as 'generative physical AI', it generates insights and actions that empower #robots to perceive, understand, and execute complex actions in the real (physical) world. Learn More > https://nvda.ws/3CFssDj",0.5296,POSITIVE,0.9996,0,"['#physicalAI', '#robots']"
