Date Posted,Source,Headline,Preview,Link,PTR Headline Sentiment,Flair Headline Outlook,Flair Headline Score,PTR Preview Sentiment,Flair Preview Outlook,Flair Preview Score
11/19/2024,ING Think,US state payrolls numbers confirm the cooling jobs narrative,https://think.ing.com/snaps/us-state-payrolls-numbers-confirm-the-cooling-jobs-narrative/,State employment data show that the weakness in the October jobs report was not purely down to strike- and hurricane-related factors.,0.509,NEGATIVE,0.706,0.51,POSITIVE,0.576
11/20/2024,France 24,"US women to host Japan, Aussies and Colombia in 2025 event",https://www.france24.com/en/live-news/20241120-us-women-to-host-japan-aussies-and-colombia-in-2025-event,"The reigning Olympic champion United States women's national football team will compete against Japan, Australia and Colombia in the 2025...",0.519,POSITIVE,0.987,0.518,POSITIVE,0.952
11/19/2024,USEmbassy.gov,FACT SHEET: Continuing a Legacy of Leadership at the G20,https://br.usembassy.gov/fact-sheet-continuing-a-legacy-of-leadership-at-the-g20/,"From day one of his Administration, President Biden pledged to restore U.S. leadership and strengthen our partnerships to make America more...",0.506,POSITIVE,0.998,0.503,POSITIVE,0.915
11/20/2024,Al Jazeera,"‘Bomb cyclone’ slams western US, leaving two dead and 600,000 without power",https://www.aljazeera.com/news/2024/11/20/bomb-cyclone-slams-western-us-leaving-one-dead-and-600000-without-power,Authorities warn that severe winds and heavy rains are expected across the northwestern United States through Friday.,0.52,NEGATIVE,0.999,0.52,NEGATIVE,0.998
11/19/2024,Space Force (.mil),"Global Unity: US, Australia, Canada and UK",https://www.spaceforce.mil/News/Article-Display/Article/3971590/global-unity-us-australia-canada-and-uk/,"KIRTLAND AIR FORCE BASE, N.M. (AFNS) --. In an era defined by rapid technology advancements and with a worldwide platform saturated with...",0.549,POSITIVE,0.996,0.527,POSITIVE,0.912
11/15/2024,The Guardian,Laurie Anderson: Ark: United States V review – portrait of America is a multimedia mess,https://www.theguardian.com/music/2024/nov/15/laurie-anderson-ark-united-states-v-review-factory-international-manchester,"A mix of beat poetry, opera, communal screaming, TikTok and tai chi, Anderson's state-of-the-nation work is occasionally poignant but mostly...",0.514,NEGATIVE,0.998,0.513,POSITIVE,0.955
11/20/2024,BBC,The quaint English town where the US' future was planned,https://www.bbc.com/travel/article/20241118-the-quaint-english-town-where-the-us-future-was-planned,"The English town where one of America's Founding Fathers, and the world's first international revolutionaries, sparked a spirit of rebellion...",0.523,POSITIVE,0.994,0.515,POSITIVE,0.979
11/18/2024,Financial Times,"Donald Trump tariffs would hurt US defence sector, warns Beijing adviser",https://www.ft.com/content/6d0484e8-e65f-478d-8548-4e3aa37ed339,"The US will bear the brunt of any attempt by president-elect Donald Trump to decouple economically from China, a senior Beijing adviser has...",0.515,NEGATIVE,0.975,0.507,POSITIVE,0.919
11/20/2024,BBC,Atacms: What we know about missile system Ukraine could use to strike Russia,https://www.bbc.com/news/articles/cx2nrlq1840o,The US has never allowed Kyiv to use long-range missiles for attacks inside Russia proper – until now.,0.543,POSITIVE,0.841,0.519,POSITIVE,0.942
11/20/2024,BBC,Pacific bomb cyclone brings power outages to US north-west,https://www.bbc.com/news/articles/cjdlp5klz77o,"A storm off the coast of the US north-west and western Canada is pummelling the region - bringing high winds, flooding and snow to over...",0.523,POSITIVE,0.827,0.519,POSITIVE,0.867
11/20/2024,BBC,US envoy heads to Israel after progress on Hezbollah ceasefire,https://www.bbc.com/news/articles/cp8xppkrdd7o,"A US envoy has arrived in Israel to continue negotiations on a ceasefire with Lebanon's Hezbollah movement, after reporting “additional...",0.517,NEGATIVE,0.967,0.519,POSITIVE,0.86
11/20/2024,BBC,Why Trump and Xi Jinping’s 'special relationship' soured,https://www.bbc.com/news/articles/cdxvdqg8214o,What their dynamic means for the future of US-China relations.,0.502,NEGATIVE,1.0,0.519,POSITIVE,0.954
11/20/2024,Nature,US–China relations in a historical context,https://www.nature.com/articles/s42254-024-00790-5,"Trained as a particle physicist, Yangyang Cheng now works as a researcher on the history of science in China and US–China relations.",0.532,POSITIVE,1.0,0.507,POSITIVE,0.997
11/20/2024,DW,US agrees to give Ukraine anti-personnel mines,https://www.dw.com/en/us-agrees-to-give-ukraine-anti-personnel-mines/video-70835035,"The Biden administration has given Kyiv the go-ahead to use American land mines against Russian troops, with US Defense Secretary Lloyd...",0.503,NEGATIVE,0.924,0.506,NEGATIVE,0.969
11/19/2024,BBC,US Soccer: Michele Kang gives $30m to women's football in United States,https://www.bbc.com/sport/football/articles/c4gv05yjdgeo,"The eight-figure donation by Michele Kang will ""transform"" women's football in the United States, says US Soccer.",0.514,NEGATIVE,0.964,0.506,POSITIVE,0.865
11/19/2024,BBC,Russia vows 'tangible' response if US missiles used against its territory,https://www.bbc.com/news/articles/crr91nn9n79o,US approval for Ukraine to strike inside Russia is a key move in the war as it reaches its 1000th day.,0.531,NEGATIVE,0.899,0.519,POSITIVE,0.804
11/20/2024,Reuters,US shuts Kyiv embassy citing strike threat after Ukraine fires ATACMS at Russia,https://www.reuters.com/world/europe/us-embassy-kyiv-shuts-down-over-anticipated-air-attack-2024-11-20/,US issues warning after big Ukrainian strike on Russia; Unusual move illustrates sense of escalating threats; Ukraine also accuses Russia of...,0.52,NEGATIVE,0.998,0.525,NEGATIVE,0.999
11/20/2024,UN News,United States vetoes Gaza ceasefire resolution at Security Council,https://news.un.org/en/story/2024/11/1157216,The United States on Wednesday vetoed a UN Security Council draft resolution that demanded an immediate and unconditional ceasefire in the...,0.51,NEGATIVE,0.831,0.515,POSITIVE,0.811
11/20/2024,Reuters,Putin issues warning to United States with new nuclear doctrine,https://www.reuters.com/world/europe/putin-issues-warning-us-with-new-nuclear-doctrine-2024-11-19/,"MOSCOW, Nov 19 (Reuters) - Russian President Vladimir Putin on Tuesday lowered the threshold for a nuclear strike in response to a broader...",0.544,NEGATIVE,0.909,0.55,NEGATIVE,0.85
11/20/2024,U.S. Embassy in Romania (.gov),U.S. Embassy in Romania Celebrates International Education Week,https://ro.usembassy.gov/international-education-week-11202024/,"November 20, 2024. In honor of International Education Week (November 18-22), the U.S. Embassy in Bucharest celebrates and reaffirms our...",0.528,POSITIVE,0.998,0.529,POSITIVE,0.531
11/20/2024,Voice of America,US to send antipersonnel mines to Ukraine,https://www.voanews.com/a/us-to-send-antipersonnel-mines-to-ukraine/7870265.html,"Russia and Ukraine each carried out widespread drone attacks Wednesday, while a U.S. official confirmed the United States will soon provide...",0.523,NEGATIVE,1.0,0.516,NEGATIVE,0.993
11/19/2024,Stimson Center,Rethink US Grand Strategy,https://www.stimson.org/2024/rethink-us-grand-strategy/,"In an increasingly multipolar world, U.S. policy must lean into rebuilding at home and shifting the burden to capable allies abroad.",0.545,POSITIVE,0.97,0.522,POSITIVE,0.928
11/20/2024,U.S. Department of Defense (.gov),Stratcom Commander Discusses Nuclear System Modernization,https://www.defense.gov/News/News-Stories/Article/Article/3973074/stratcom-commander-discusses-nuclear-system-modernization/,The commander of U.S. Strategic Command spoke on the critical role of nuclear deterrence and its supporting platforms in securing U.S....,0.513,POSITIVE,0.977,0.517,POSITIVE,0.682
11/16/2024,BBC,China megaport paves way into Latin America as wary US looks on,https://www.bbc.com/news/articles/ckg79y3rz1eo,A new China-backed megaport in Peru may create whole new trade routes that will bypass North America entirely.,0.534,NEGATIVE,0.711,0.519,POSITIVE,0.656
11/15/2024,BBC,Eva Longoria says her family no longer lives in 'dystopian' US,https://www.bbc.com/news/articles/cj6kw81n77go,"Hollywood actress Eva Longoria has revealed that her family no longer lives in the United States, and is splitting time between Mexico and...",0.524,NEGATIVE,0.995,0.519,POSITIVE,0.739
11/20/2024,Time Magazine,U.S. Vetoes U.N. Resolution Demanding a Cease-Fire in Gaza,https://time.com/7178014/u-s-vetoes-u-n-resolution-demanding-cease-fire-gaza/,The United States on Wednesday vetoed a U.N. Security Council resolution demanding an immediate cease-fire in the war in Gaza because it was...,0.492,NEGATIVE,0.979,0.505,NEGATIVE,0.994
11/18/2024,Financial Times,Nippon Steel flies to Pittsburgh in race to get US Steel deal cleared,https://www.ft.com/content/c0549c37-142f-462a-ae2b-55215ea77419,Nippon Steel's top executives are meeting local officials and workers of US Steel in Pennsylvania this week as the Japanese steelmaker makes...,0.535,NEGATIVE,0.959,0.506,POSITIVE,0.923
11/20/2024,Government Accountability Office (GAO) (.gov),High Murder Rates in the Caribbean Linked to Guns Trafficked from the United States,https://www.gao.gov/blog/high-murder-rates-caribbean-linked-guns-trafficked-united-states,"Gun trafficking is fueling increased violence and crime throughout the Caribbean, according to U.S. and Caribbean officials.",0.513,NEGATIVE,0.992,0.509,NEGATIVE,0.998
11/20/2024,U.S. Department of State (.gov),"Department Press Briefing – November 19, 2024",https://www.state.gov/briefings/department-press-briefing-november-19-2024/,"1:21 p.m. EST. MR MILLER: Good afternoon, everyone. Nice to see that they've gotten it back to being sufficiently cold in here.",0.539,POSITIVE,0.917,0.519,POSITIVE,0.827
11/20/2024,U.S. Embassy & Consulates in China,DHS Conducts Removal Flight to the People’s Republic of China,https://china.usembassy-china.org.cn/dhs-conducts-removal-flight-to-the-peoples-republic-of-china-2/,"Release Date: November 18, 2024. WASHINGTON – On November 16, the U.S. Department of Homeland Security (DHS), through U.S. Immigration and...",0.516,POSITIVE,0.544,0.521,NEGATIVE,0.797
11/20/2024,revolutionsoccer.net,"International Roundup | Miller bags goal, helps U.S. U-20s to wins over Korea Republic and France",https://www.revolutionsoccer.net/news/international-roundup-miller-bags-goal-us-u-20s-wins-over-south-korea-and-france,There are countless reasons to be excited about the future of U.S. Soccer at the moment. The U.S. Men's National Team recently advanced to...,0.504,POSITIVE,1.0,0.544,POSITIVE,0.725
11/20/2024,BBC,Matt Gaetz: US House ethics committee to meet as pressure mounts to release report,https://www.bbc.com/news/articles/cx2l0vqdg92o,The US House Committee on Ethics is meeting on Capitol Hill on Wednesday as calls grow for it to release details of its investigation into...,0.522,POSITIVE,0.941,0.519,POSITIVE,0.941
11/20/2024,U.S. Embassy and Consulates in India (.gov),U.S. Consul General Chris Hodges Unveils New Indo-Pacific Curriculum,https://in.usembassy.gov/u-s-consul-general-chris-hodges-unveils-new-indo-pacific-curriculum/,Strengthening Regional Ties: U.S. Consulate Backs Educational Initiatives for Enhanced Indo-Pacific Understanding.,0.542,POSITIVE,0.996,0.532,POSITIVE,0.837
11/15/2024,Foreign Affairs,"America’s Last Chance With the Global South: In an Age of Great-Power Competition, Washington Needs the G-20",https://www.foreignaffairs.com/united-states/americas-last-chance-global-south,"The United States is failing in the global South. Its popularity and influence have waned, and policies that recent US administrations have designed to close...",0.532,POSITIVE,0.773,0.533,NEGATIVE,0.957
11/18/2024,BBC,Biden allows Ukraine to strike inside Russia with long-range missiles,https://www.bbc.com/news/articles/c789x0y91vvo,"US President Joe Biden has given the green light for Ukraine to use long-range missiles supplied by the US to strike Russia, US officials...",0.527,POSITIVE,0.913,0.519,POSITIVE,0.874
11/18/2024,BBC,Organic carrots recalled in US after deadly E. coli outbreak,https://www.bbc.com/news/articles/c154dwv44zvo,Organic and baby carrots sold at grocery stores across the US have been recalled after an E. coli outbreak that has killed one person.,0.512,NEGATIVE,0.999,0.519,POSITIVE,0.944
11/20/2024,CNN,They relocated to Spain six years ago. Now this couple say they’d be ‘very depressed’ if they ever had to move back to the United States,https://www.cnn.com/travel/american-couple-relocated-spain-valencia-malaga/index.html,"After continually moving further and further south in search of sunshine, Gail and Greg Warner, both from the United States, were seriously...",0.513,NEGATIVE,0.99,0.507,POSITIVE,0.876
11/20/2024,The Conversation,3 strategies to help Americans bridge the deepening partisan divide,https://theconversation.com/3-strategies-to-help-americans-bridge-the-deepening-partisan-divide-243539,Is it possible to bridge America's stark political divisions? In the wake of a presidential election that many feared could tear the U.S....,0.507,POSITIVE,0.996,0.509,POSITIVE,0.98
11/18/2024,BBC,Ukraine-Russia war latest: Russia vows response if Ukraine uses US long-range missiles to hit its territory,https://www.bbc.co.uk/news/live/cjdl98dk40gt,"The Kremlin warns Kyiv's use of such missiles would mark an escalation in the conflict, hours after Joe Biden gives the green light.",0.535,NEGATIVE,0.997,0.523,POSITIVE,0.895
11/20/2024,Financial Times,News updates from November 19: Trump picks Lutnick to run commerce department; Ukraine strikes Russia with US-made Atacms missiles,https://www.ft.com/content/47a11828-117c-44e9-86b2-0f705139e0fc,"The US has recognised Venezuelan opposition leader Edmundo González as president-elect, months after an election in which authoritarian...",0.529,NEGATIVE,0.966,0.507,POSITIVE,0.97
11/15/2024,King's College London,Former French President warns 'we must be prepared' for US reduction of military support in Europe,https://www.kcl.ac.uk/news/former-french-president-warns-we-must-be-prepared-for-us-reduction-of-military-support-in-europe,Former French President François Hollande has urged European nations to be prepared for the possibility of a reduction in US military...,0.521,NEGATIVE,0.976,0.523,NEGATIVE,0.988
11/6/2024,Smartraveller,United States of America,https://www.smartraveller.gov.au/destinations/americas/united-states-america,"Before you can travel under the VWP, you must apply and be pre-approved via the ESTA. US authorities recommend applying as soon as you know you'...",0.533,POSITIVE,0.98,0.51,POSITIVE,0.991
11/20/2024,Visual Capitalist,Mapped: The Top 5 States Americans Are Moving To,https://www.visualcapitalist.com/mapped-the-top-5-states-americans-are-moving-to/,"Every year, thousands of Americans decide to pack up their things and move homes. Which states are they flocking to the most?",0.513,POSITIVE,0.999,0.512,POSITIVE,0.982
11/16/2024,U.S. Embassy in Peru (.gov),Fact Sheet: Advancing the United States – Peru Partnership,https://pe.usembassy.gov/fact-sheet-advancing-the-united-states-peru-partnership/,"The United States and Peru will celebrate 200 years of diplomatic relations in 2026, which will mark two centuries of strong ties.",0.516,POSITIVE,0.989,0.51,POSITIVE,0.675
11/20/2024,Al Arabiya English,US embassy in Kyiv to reopen after threat of attack,https://english.alarabiya.net/News/world/2024/11/21/us-embassy-in-kyiv-to-reopen-after-threat-of-attack,"The United States Embassy in Kyiv will reopen Thursday after closing due to the threat of an air attack, the State Department said.",0.513,NEGATIVE,0.992,0.562,NEGATIVE,0.99
11/20/2024,Al Arabiya English,US vetoes UN Security Council resolution on Gaza ceasefire,https://english.alarabiya.net/News/middle-east/2024/11/20/us-will-veto-un-security-council-resolution-on-gaza-war-in-its-current-form-official,"The United States on Wednesday vetoed a UN Security Council resolution for a ceasefire in Israel's war in Gaza, accusing council members of...",0.517,NEGATIVE,0.977,0.544,NEGATIVE,0.995
11/20/2024,Yahoo News UK,"Biden approves anti-personnel mines for Ukraine, US official says",https://uk.news.yahoo.com/biden-approves-anti-personnel-mines-021959462.html,"(Reuters) -President Joe Biden has approved provision of anti-personnel land mines to Ukraine, a U.S. official told Reuters,...",0.514,POSITIVE,0.98,0.508,POSITIVE,0.988
11/20/2024,The Conversation,What are the lessons from America’s great cannabis liberalisation experiment?,https://theconversation.com/what-are-the-lessons-from-americas-great-cannabis-liberalisation-experiment-242984,"The US has come quite some way in legalising cannabis use, with nearly half of states having laws permitting recreational cannabis use.",0.503,NEGATIVE,0.987,0.507,NEGATIVE,0.87
11/19/2024,The Conversation,Albanese government gives firm ‘no’ to joining UK-US agreement to advance nuclear technology,https://theconversation.com/albanese-government-gives-firm-no-to-joining-uk-us-agreement-to-advance-nuclear-technology-244041,The Albanese government has been put on the spot by a new agreement which it has declined to join – signed by the United Kingdom and the...,0.565,NEGATIVE,0.984,0.559,NEGATIVE,0.993
11/20/2024,Australian Broadcasting Corporation,Inside the rise of US oligarchs and how it opened a dark money 'floodgate',https://www.abc.net.au/news/2024-11-21/inside-the-rise-of-us-oligarchs/104622344,"Billionaires are playing an increasing role in US politics, and while some are very visible, several legal rulings have paved the way for...",0.528,POSITIVE,0.558,0.572,POSITIVE,0.96
11/20/2024,USDA Foreign Agricultural Service (.gov),Opportunities for U.S. Agricultural Products in Guatemala,https://fas.usda.gov/data/opportunities-us-agricultural-products-guatemala,U.S. agricultural exporters of consumer-oriented products are well-positioned to increase sales to Guatemala.,0.528,POSITIVE,0.918,0.532,POSITIVE,0.972
11/20/2024,CNN,"US vetoes UN resolution on Gaza ceasefire, saying it doesn’t guarantee release of hostages",https://www.cnn.com/2024/11/20/americas/us-vetoes-un-resolution-gaza-ceasefire-intl-latam/index.html,"The United States has vetoed a UN Security Council resolution that called for an immediate, unconditional and permanent ceasefire in Gaza,...",0.517,NEGATIVE,0.993,0.51,NEGATIVE,0.869
11/20/2024,Reuters,Breakingviews - US oil spigot bypasses the White House,https://www.reuters.com/breakingviews/us-oil-spigot-bypasses-white-house-2024-11-19/,"NEW YORK, Nov 19 (Reuters Breakingviews) - Want to know how much oil the United States could produce? Don't look at the occupant of the...",0.523,NEGATIVE,0.637,0.519,NEGATIVE,0.933
11/18/2024,BBC,Trial begins for men accused of smuggling family who froze to death,https://www.bbc.com/news/articles/c14lryd33y1o,The two men are accused of helping the Patel family try to illegally cross from Canada to the US in 2022.,0.5,NEGATIVE,0.875,0.519,POSITIVE,0.896
11/20/2024,CNN,Analysis: US embassy’s temporary closure in Kyiv reflects a starkly escalating war in Ukraine,https://www.cnn.com/2024/11/20/europe/ukraine-us-embassys-closure-escalating-war-intl-latam/index.html,"It is a very specific and high-profile warning, so you would expect the information behind it to have been quite precise. The US Embassy in...",0.508,POSITIVE,0.778,0.515,NEGATIVE,0.742
11/19/2024,U.S. Department of State (.gov),"Department Press Briefing – November 18, 2024",https://www.state.gov/briefings/department-press-briefing-november-18-2024/,"1:20 p.m. EST. MR MILLER: Afternoon. QUESTION: Good afternoon. MR MILLER: Happy Monday, everyone. Let's get started. The United States is...",0.539,POSITIVE,0.914,0.519,POSITIVE,0.817
10/30/2024,U.S. Department of State (.gov),American Diplomacy for a New Era,https://www.state.gov/american-diplomacy-for-a-new-era/,"Secretary Blinken set forth his vision for modernizing the State Department, for giving our people the tools to tackle the challenges and opportunities of...",0.605,POSITIVE,0.999,0.555,POSITIVE,0.984
11/19/2024,USEmbassy.gov,FACT SHEET: New Brazil-U.S. Partnership for the Energy Transition,https://br.usembassy.gov/fact-sheet-new-brazil-u-s-partnership-for-the-energy-transition/,Establishing a Climate-Forward Clean Energy Industrial Partnership. Brazil and the United States share the goal of creating more competitive...,0.562,POSITIVE,0.771,0.541,POSITIVE,0.681
11/18/2024,BBC,"'Starmer, meet us before it's too late' say nuclear test veterans",https://www.bbc.co.uk/news/articles/cy4ng2873jro,The last of 22000 personnel who witnessed the UK's nuclear bomb tests want answers from the PM.,0.513,POSITIVE,0.653,0.523,POSITIVE,0.697
11/20/2024,Reuters,Chair of India's Adani Group indicted in United States,https://www.reuters.com/legal/chair-indias-adani-group-indicted-united-states-2024-11-20/,"The chair of Indian conglomerate Adani Group, Gautam Adani, has been indicted in the U.S. over an alleged scheme to pay hundreds of millions...",0.553,NEGATIVE,0.826,0.532,NEGATIVE,0.943
11/20/2024,CNN,Indian international students in the US outnumber Chinese for the first time in 15 years,https://www.cnn.com/2024/11/20/us/china-international-students-us-decline-hnk-dst/index.html,"For more than a decade, Chinese students have flocked to the United States, drawn by the prestige of an overseas education and the glamor of...",0.546,POSITIVE,0.863,0.525,NEGATIVE,0.965
11/18/2024,Council on Foreign Relations,Ukraine’s ATACMS: What Will the U.S. Missiles Mean for the War?,https://www.cfr.org/expert-brief/ukraines-atacms-what-will-us-missiles-mean-war,President Joe Biden has given the green light for Ukraine to use U.S.-supplied missile systems to strike deep inside Russian territory.,0.497,NEGATIVE,0.993,0.509,POSITIVE,0.822
11/18/2024,BBC,No-frills US carrier Spirit Airlines files for bankruptcy protection,https://www.bbc.com/news/articles/cly209lyx3ro,US budget carrier Spirit Airlines has filed for bankruptcy protection after a long run of financial losses and a series of failed merger...,0.517,NEGATIVE,0.983,0.519,POSITIVE,0.709
11/20/2024,CNN,Video: See US embassy in Kyiv closed after airstrike warning,https://www.cnn.com/2024/11/20/world/video/us-embassy-kyiv-closed-ldn-digvid,"CNN's Nick Paton Walsh reports from outside the US embassy in Kyiv, Ukraine, which closed temporarily on Wednesday after receiving “specific...",0.505,NEGATIVE,0.997,0.521,NEGATIVE,0.979
11/20/2024,NPR,Trump picks Matthew Whitaker for ambassador to NATO,https://www.npr.org/2024/11/20/nx-s1-5188699/trump-matthew-whitaker-nato,"President-elect Donald Trump tapped Matthew Whitaker as his ambassador to the North Atlantic Treaty Organization, which Trump has long...",0.501,NEGATIVE,0.883,0.5,POSITIVE,0.76
11/20/2024,BBC,Los Angeles declares itself an immigration 'sanctuary',https://www.bbc.com/news/articles/c4gx7rd4nj7o,"Los Angeles, the second largest US city, is setting itself up for a standoff with President-elect Donald Trump over immigration.",0.501,NEGATIVE,0.597,0.519,POSITIVE,0.681
09/09/2024,The National Constitution Center,"On this day, the name “United States of America” becomes official",https://constitutioncenter.org/blog/today-the-name-united-states-of-america-becomes-offici,"On September 9, 1776, the Second Continental Congress adopted a new name for what had been called “the United Colonies.” The moniker United...",0.512,POSITIVE,0.957,0.525,NEGATIVE,0.999
10/30/2024,Britannica,"American exceptionalism | Meaning, Definition, Examples, & Manifest Destiny",https://www.britannica.com/topic/American-exceptionalism,"American exceptionalism, idea that the United States of America is a unique and even morally superior country for historical, ideological,...",0.502,POSITIVE,1.0,0.509,POSITIVE,0.998
11/20/2024,Reuters,Kremlin says Russia-US hotline to deflate crisis not in use,https://www.reuters.com/world/kremlin-says-russia-us-hotline-deflate-crisis-not-use-2024-11-20/,"A special hotline in place to deflate crises between the Kremlin and the White House is not currently being used, the Kremlin said on...",0.551,NEGATIVE,0.999,0.543,NEGATIVE,0.993
11/20/2024,Business Insider,I'm an Iraq War vet who left the US for a life in Europe. I have no regrets.,https://www.businessinsider.com/vet-left-us-states-moved-europe-advice-living-abroad-2024-11,"Michelle Dallocchio moved to the UK, and then Italy after feeling unsafe in the US. She said relocating was the best choice for her family.",0.569,POSITIVE,0.998,0.518,NEGATIVE,0.585
11/20/2024,AP News,US vetoes UN resolution demanding a cease-fire in Gaza because there's no link to a hostage release,https://apnews.com/article/un-gaza-resolution-veto-hamas-israel-hostages-b5281432fc2acdc1860adb3015392c0b,The United States has vetoed a U.N. resolution demanding an immediate cease-fire in the war in Gaza because it is not linked to an immediate...,0.515,NEGATIVE,0.995,0.504,POSITIVE,0.65
11/19/2024,BBC,Trump vows to use US military for mass deportations,https://www.bbc.com/news/articles/cx2nrg4deyjo,President-elect Donald Trump has confirmed on his social media network that he plans to use the US military to carry out a mass deportation...,0.525,NEGATIVE,0.991,0.519,POSITIVE,0.939
